"Date","Ticker","Z-Score","Z-Score_avg","Z-Score_hi","Z-Score_lo"
7/2/2025 0:00:00,"XLC",1.10,0.05,1.51,-1.41
7/3/2025 0:00:00,"XLC",0.90,0.05,1.51,-1.41
7/7/2025 0:00:00,"XLC",1.36,0.05,1.51,-1.41
7/8/2025 0:00:00,"XLC",1.31,0.05,1.51,-1.41
7/9/2025 0:00:00,"XLC",0.70,0.05,1.51,-1.41
7/10/2025 0:00:00,"XLC",0.65,0.05,1.51,-1.41
7/11/2025 0:00:00,"XLC",0.24,0.05,1.51,-1.41
7/14/2025 0:00:00,"XLC",0.52,0.05,1.51,-1.41
7/15/2025 0:00:00,"XLC",0.76,0.05,1.51,-1.41
7/16/2025 0:00:00,"XLC",-0.71,0.05,1.51,-1.41
7/17/2025 0:00:00,"XLC",-3.07,0.05,1.51,-1.41
7/18/2025 0:00:00,"XLC",-2.85,0.05,1.51,-1.41
7/21/2025 0:00:00,"XLC",-1.51,0.05,1.51,-1.41
7/22/2025 0:00:00,"XLC",-1.79,0.05,1.51,-1.41
7/23/2025 0:00:00,"XLC",-1.88,0.05,1.51,-1.41
7/24/2025 0:00:00,"XLC",-2.25,0.05,1.51,-1.41
7/25/2025 0:00:00,"XLC",-1.39,0.05,1.51,-1.41
7/28/2025 0:00:00,"XLC",-1.64,0.05,1.51,-1.41
7/29/2025 0:00:00,"XLC",-1.77,0.05,1.51,-1.41
7/30/2025 0:00:00,"XLC",-1.81,0.05,1.51,-1.41
7/31/2025 0:00:00,"XLC",-1.41,0.05,1.51,-1.41
8/1/2025 0:00:00,"XLC",-0.74,0.05,1.51,-1.41
8/4/2025 0:00:00,"XLC",0.68,0.05,1.51,-1.41
8/5/2025 0:00:00,"XLC",0.62,0.05,1.51,-1.41
8/6/2025 0:00:00,"XLC",0.74,0.05,1.51,-1.41
8/7/2025 0:00:00,"XLC",0.84,0.05,1.51,-1.41
8/8/2025 0:00:00,"XLC",0.88,0.05,1.51,-1.41
8/11/2025 0:00:00,"XLC",0.75,0.05,1.51,-1.41
8/12/2025 0:00:00,"XLC",1.76,0.05,1.51,-1.41
8/13/2025 0:00:00,"XLC",1.34,0.05,1.51,-1.41
8/14/2025 0:00:00,"XLC",1.29,0.05,1.51,-1.41
8/15/2025 0:00:00,"XLC",1.17,0.05,1.51,-1.41
8/18/2025 0:00:00,"XLC",1.14,0.05,1.51,-1.41
8/19/2025 0:00:00,"XLC",0.75,0.05,1.51,-1.41
8/20/2025 0:00:00,"XLC",0.74,0.05,1.51,-1.41
8/21/2025 0:00:00,"XLC",0.60,0.05,1.51,-1.41
8/22/2025 0:00:00,"XLC",1.19,0.05,1.51,-1.41
8/25/2025 0:00:00,"XLC",0.66,0.05,1.51,-1.41
8/26/2025 0:00:00,"XLC",0.54,0.05,1.51,-1.41
8/27/2025 0:00:00,"XLC",-0.05,0.05,1.51,-1.41
8/28/2025 0:00:00,"XLC",-0.20,0.05,1.51,-1.41
8/29/2025 0:00:00,"XLC",-0.77,0.05,1.51,-1.41
8/1/2024 0:00:00,"XLF",1.82,0.03,1.40,-1.34
8/2/2024 0:00:00,"XLF",2.59,0.03,1.40,-1.34
8/5/2024 0:00:00,"XLF",2.89,0.03,1.40,-1.34
8/6/2024 0:00:00,"XLF",2.51,0.03,1.40,-1.34
8/7/2024 0:00:00,"XLF",2.07,0.03,1.40,-1.34
8/8/2024 0:00:00,"XLF",1.94,0.03,1.40,-1.34
8/9/2024 0:00:00,"XLF",1.68,0.03,1.40,-1.34
8/12/2024 0:00:00,"XLF",1.52,0.03,1.40,-1.34
8/13/2024 0:00:00,"XLF",1.29,0.03,1.40,-1.34
8/14/2024 0:00:00,"XLF",1.18,0.03,1.40,-1.34
8/15/2024 0:00:00,"XLF",1.10,0.03,1.40,-1.34
8/16/2024 0:00:00,"XLF",0.94,0.03,1.40,-1.34
8/19/2024 0:00:00,"XLF",0.78,0.03,1.40,-1.34
8/20/2024 0:00:00,"XLF",0.71,0.03,1.40,-1.34
8/21/2024 0:00:00,"XLF",0.64,0.03,1.40,-1.34
8/22/2024 0:00:00,"XLF",0.39,0.03,1.40,-1.34
8/23/2024 0:00:00,"XLF",0.36,0.03,1.40,-1.34
8/26/2024 0:00:00,"XLF",0.07,0.03,1.40,-1.34
8/27/2024 0:00:00,"XLF",-0.03,0.03,1.40,-1.34
8/28/2024 0:00:00,"XLF",-0.32,0.03,1.40,-1.34
8/29/2024 0:00:00,"XLF",-0.50,0.03,1.40,-1.34
8/30/2024 0:00:00,"XLF",-1.59,0.03,1.40,-1.34
9/3/2024 0:00:00,"XLF",-3.27,0.03,1.40,-1.34
9/4/2024 0:00:00,"XLF",-3.74,0.03,1.40,-1.34
9/5/2024 0:00:00,"XLF",-2.64,0.03,1.40,-1.34
9/6/2024 0:00:00,"XLF",-1.78,0.03,1.40,-1.34
9/9/2024 0:00:00,"XLF",-1.61,0.03,1.40,-1.34
9/10/2024 0:00:00,"XLF",-1.25,0.03,1.40,-1.34
9/11/2024 0:00:00,"XLF",-1.14,0.03,1.40,-1.34
9/12/2024 0:00:00,"XLF",-1.08,0.03,1.40,-1.34
9/13/2024 0:00:00,"XLF",-1.10,0.03,1.40,-1.34
9/16/2024 0:00:00,"XLF",-0.92,0.03,1.40,-1.34
9/17/2024 0:00:00,"XLF",-0.86,0.03,1.40,-1.34
9/18/2024 0:00:00,"XLF",-0.77,0.03,1.40,-1.34
9/19/2024 0:00:00,"XLF",-0.61,0.03,1.40,-1.34
9/20/2024 0:00:00,"XLF",-0.55,0.03,1.40,-1.34
9/23/2024 0:00:00,"XLF",-0.44,0.03,1.40,-1.34
9/24/2024 0:00:00,"XLF",-0.31,0.03,1.40,-1.34
9/25/2024 0:00:00,"XLF",-0.17,0.03,1.40,-1.34
9/26/2024 0:00:00,"XLF",-0.08,0.03,1.40,-1.34
9/27/2024 0:00:00,"XLF",0.04,0.03,1.40,-1.34
9/30/2024 0:00:00,"XLF",0.04,0.03,1.40,-1.34
10/1/2024 0:00:00,"XLF",-0.03,0.03,1.40,-1.34
10/2/2024 0:00:00,"XLF",-0.14,0.03,1.40,-1.34
10/3/2024 0:00:00,"XLF",-0.23,0.03,1.40,-1.34
10/4/2024 0:00:00,"XLF",1.37,0.03,1.40,-1.34
10/7/2024 0:00:00,"XLF",0.36,0.03,1.40,-1.34
10/8/2024 0:00:00,"XLF",-2.12,0.03,1.40,-1.34
10/9/2024 0:00:00,"XLF",-2.36,0.03,1.40,-1.34
10/10/2024 0:00:00,"XLF",-2.14,0.03,1.40,-1.34
10/11/2024 0:00:00,"XLF",0.97,0.03,1.40,-1.34
10/14/2024 0:00:00,"XLF",1.01,0.03,1.40,-1.34
10/15/2024 0:00:00,"XLF",-0.16,0.03,1.40,-1.34
10/16/2024 0:00:00,"XLF",0.72,0.03,1.40,-1.34
10/17/2024 0:00:00,"XLF",0.38,0.03,1.40,-1.34
10/18/2024 0:00:00,"XLF",-0.33,0.03,1.40,-1.34
10/21/2024 0:00:00,"XLF",0.54,0.03,1.40,-1.34
10/22/2024 0:00:00,"XLF",0.25,0.03,1.40,-1.34
10/23/2024 0:00:00,"XLF",-0.67,0.03,1.40,-1.34
10/24/2024 0:00:00,"XLF",-1.23,0.03,1.40,-1.34
10/25/2024 0:00:00,"XLF",0.45,0.03,1.40,-1.34
10/28/2024 0:00:00,"XLF",1.46,0.03,1.40,-1.34
10/29/2024 0:00:00,"XLF",1.80,0.03,1.40,-1.34
10/30/2024 0:00:00,"XLF",1.28,0.03,1.40,-1.34
10/31/2024 0:00:00,"XLF",2.50,0.03,1.40,-1.34
11/1/2024 0:00:00,"XLF",1.90,0.03,1.40,-1.34
11/4/2024 0:00:00,"XLF",0.90,0.03,1.40,-1.34
11/5/2024 0:00:00,"XLF",0.17,0.03,1.40,-1.34
11/6/2024 0:00:00,"XLF",4.17,0.03,1.40,-1.34
11/7/2024 0:00:00,"XLF",3.08,0.03,1.40,-1.34
11/8/2024 0:00:00,"XLF",2.44,0.03,1.40,-1.34
11/11/2024 0:00:00,"XLF",1.99,0.03,1.40,-1.34
11/12/2024 0:00:00,"XLF",1.74,0.03,1.40,-1.34
11/13/2024 0:00:00,"XLF",1.54,0.03,1.40,-1.34
11/14/2024 0:00:00,"XLF",1.35,0.03,1.40,-1.34
11/15/2024 0:00:00,"XLF",1.22,0.03,1.40,-1.34
11/18/2024 0:00:00,"XLF",1.10,0.03,1.40,-1.34
11/19/2024 0:00:00,"XLF",0.99,0.03,1.40,-1.34
11/20/2024 0:00:00,"XLF",0.91,0.03,1.40,-1.34
11/21/2024 0:00:00,"XLF",0.86,0.03,1.40,-1.34
11/22/2024 0:00:00,"XLF",0.81,0.03,1.40,-1.34
11/25/2024 0:00:00,"XLF",0.63,0.03,1.40,-1.34
11/26/2024 0:00:00,"XLF",0.52,0.03,1.40,-1.34
11/27/2024 0:00:00,"XLF",0.40,0.03,1.40,-1.34
11/29/2024 0:00:00,"XLF",0.33,0.03,1.40,-1.34
12/2/2024 0:00:00,"XLF",0.16,0.03,1.40,-1.34
12/3/2024 0:00:00,"XLF",0.16,0.03,1.40,-1.34
12/4/2024 0:00:00,"XLF",-0.06,0.03,1.40,-1.34
12/5/2024 0:00:00,"XLF",-1.60,0.03,1.40,-1.34
12/6/2024 0:00:00,"XLF",-4.30,0.03,1.40,-1.34
12/9/2024 0:00:00,"XLF",-3.04,0.03,1.40,-1.34
12/10/2024 0:00:00,"XLF",-2.47,0.03,1.40,-1.34
12/11/2024 0:00:00,"XLF",-2.22,0.03,1.40,-1.34
12/12/2024 0:00:00,"XLF",-1.89,0.03,1.40,-1.34
12/13/2024 0:00:00,"XLF",-1.65,0.03,1.40,-1.34
12/16/2024 0:00:00,"XLF",-1.47,0.03,1.40,-1.34
12/17/2024 0:00:00,"XLF",-1.31,0.03,1.40,-1.34
12/18/2024 0:00:00,"XLF",-0.62,0.03,1.40,-1.34
12/19/2024 0:00:00,"XLF",-0.54,0.03,1.40,-1.34
12/20/2024 0:00:00,"XLF",-0.32,0.03,1.40,-1.34
12/23/2024 0:00:00,"XLF",-0.38,0.03,1.40,-1.34
12/24/2024 0:00:00,"XLF",-0.31,0.03,1.40,-1.34
12/26/2024 0:00:00,"XLF",-0.28,0.03,1.40,-1.34
12/27/2024 0:00:00,"XLF",-0.20,0.03,1.40,-1.34
12/30/2024 0:00:00,"XLF",-0.11,0.03,1.40,-1.34
12/31/2024 0:00:00,"XLF",-0.03,0.03,1.40,-1.34
1/2/2025 0:00:00,"XLF",0.01,0.03,1.40,-1.34
1/3/2025 0:00:00,"XLF",0.21,0.03,1.40,-1.34
1/6/2025 0:00:00,"XLF",0.39,0.03,1.40,-1.34
1/7/2025 0:00:00,"XLF",0.73,0.03,1.40,-1.34
1/8/2025 0:00:00,"XLF",0.71,0.03,1.40,-1.34
1/10/2025 0:00:00,"XLF",1.28,0.03,1.40,-1.34
1/13/2025 0:00:00,"XLF",1.29,0.03,1.40,-1.34
1/14/2025 0:00:00,"XLF",1.48,0.03,1.40,-1.34
1/15/2025 0:00:00,"XLF",2.23,0.03,1.40,-1.34
1/16/2025 0:00:00,"XLF",2.07,0.03,1.40,-1.34
1/17/2025 0:00:00,"XLF",2.00,0.03,1.40,-1.34
1/21/2025 0:00:00,"XLF",1.91,0.03,1.40,-1.34
1/22/2025 0:00:00,"XLF",0.12,0.03,1.40,-1.34
1/23/2025 0:00:00,"XLF",0.09,0.03,1.40,-1.34
1/24/2025 0:00:00,"XLF",-0.22,0.03,1.40,-1.34
1/27/2025 0:00:00,"XLF",-0.14,0.03,1.40,-1.34
1/28/2025 0:00:00,"XLF",-0.30,0.03,1.40,-1.34
1/29/2025 0:00:00,"XLF",-0.32,0.03,1.40,-1.34
1/30/2025 0:00:00,"XLF",-0.45,0.03,1.40,-1.34
1/31/2025 0:00:00,"XLF",-0.66,0.03,1.40,-1.34
2/3/2025 0:00:00,"XLF",-0.58,0.03,1.40,-1.34
2/4/2025 0:00:00,"XLF",-0.61,0.03,1.40,-1.34
2/5/2025 0:00:00,"XLF",-0.56,0.03,1.40,-1.34
2/6/2025 0:00:00,"XLF",-0.62,0.03,1.40,-1.34
2/7/2025 0:00:00,"XLF",-0.55,0.03,1.40,-1.34
2/10/2025 0:00:00,"XLF",-0.30,0.03,1.40,-1.34
2/11/2025 0:00:00,"XLF",-2.03,0.03,1.40,-1.34
2/12/2025 0:00:00,"XLF",-1.68,0.03,1.40,-1.34
2/13/2025 0:00:00,"XLF",-1.62,0.03,1.40,-1.34
2/14/2025 0:00:00,"XLF",-2.45,0.03,1.40,-1.34
2/18/2025 0:00:00,"XLF",-2.13,0.03,1.40,-1.34
2/19/2025 0:00:00,"XLF",-2.01,0.03,1.40,-1.34
2/20/2025 0:00:00,"XLF",-1.38,0.03,1.40,-1.34
2/21/2025 0:00:00,"XLF",-0.95,0.03,1.40,-1.34
2/24/2025 0:00:00,"XLF",-0.89,0.03,1.40,-1.34
2/25/2025 0:00:00,"XLF",-0.82,0.03,1.40,-1.34
2/26/2025 0:00:00,"XLF",-1.01,0.03,1.40,-1.34
2/27/2025 0:00:00,"XLF",-0.85,0.03,1.40,-1.34
2/28/2025 0:00:00,"XLF",0.10,0.03,1.40,-1.34
3/3/2025 0:00:00,"XLF",0.14,0.03,1.40,-1.34
3/4/2025 0:00:00,"XLF",2.09,0.03,1.40,-1.34
3/5/2025 0:00:00,"XLF",1.93,0.03,1.40,-1.34
3/6/2025 0:00:00,"XLF",1.97,0.03,1.40,-1.34
3/7/2025 0:00:00,"XLF",1.65,0.03,1.40,-1.34
3/10/2025 0:00:00,"XLF",1.72,0.03,1.40,-1.34
3/11/2025 0:00:00,"XLF",1.59,0.03,1.40,-1.34
3/12/2025 0:00:00,"XLF",1.48,0.03,1.40,-1.34
3/13/2025 0:00:00,"XLF",1.30,0.03,1.40,-1.34
3/14/2025 0:00:00,"XLF",1.63,0.03,1.40,-1.34
3/17/2025 0:00:00,"XLF",1.52,0.03,1.40,-1.34
3/18/2025 0:00:00,"XLF",1.36,0.03,1.40,-1.34
3/19/2025 0:00:00,"XLF",1.29,0.03,1.40,-1.34
3/20/2025 0:00:00,"XLF",1.20,0.03,1.40,-1.34
3/21/2025 0:00:00,"XLF",0.99,0.03,1.40,-1.34
3/24/2025 0:00:00,"XLF",0.96,0.03,1.40,-1.34
3/25/2025 0:00:00,"XLF",0.89,0.03,1.40,-1.34
3/26/2025 0:00:00,"XLF",0.83,0.03,1.40,-1.34
3/27/2025 0:00:00,"XLF",0.77,0.03,1.40,-1.34
3/28/2025 0:00:00,"XLF",1.03,0.03,1.40,-1.34
3/31/2025 0:00:00,"XLF",0.67,0.03,1.40,-1.34
4/1/2025 0:00:00,"XLF",0.64,0.03,1.40,-1.34
4/2/2025 0:00:00,"XLF",-1.75,0.03,1.40,-1.34
4/3/2025 0:00:00,"XLF",2.39,0.03,1.40,-1.34
4/4/2025 0:00:00,"XLF",3.88,0.03,1.40,-1.34
4/7/2025 0:00:00,"XLF",2.84,0.03,1.40,-1.34
4/8/2025 0:00:00,"XLF",2.23,0.03,1.40,-1.34
4/9/2025 0:00:00,"XLF",2.86,0.03,1.40,-1.34
4/10/2025 0:00:00,"XLF",2.40,0.03,1.40,-1.34
4/11/2025 0:00:00,"XLF",2.06,0.03,1.40,-1.34
4/14/2025 0:00:00,"XLF",1.73,0.03,1.40,-1.34
4/15/2025 0:00:00,"XLF",1.51,0.03,1.40,-1.34
4/16/2025 0:00:00,"XLF",1.38,0.03,1.40,-1.34
4/17/2025 0:00:00,"XLF",1.22,0.03,1.40,-1.34
4/21/2025 0:00:00,"XLF",1.14,0.03,1.40,-1.34
4/22/2025 0:00:00,"XLF",1.18,0.03,1.40,-1.34
4/23/2025 0:00:00,"XLF",1.07,0.03,1.40,-1.34
4/24/2025 0:00:00,"XLF",0.99,0.03,1.40,-1.34
4/25/2025 0:00:00,"XLF",0.90,0.03,1.40,-1.34
4/28/2025 0:00:00,"XLF",0.82,0.03,1.40,-1.34
4/29/2025 0:00:00,"XLF",0.72,0.03,1.40,-1.34
4/30/2025 0:00:00,"XLF",0.63,0.03,1.40,-1.34
5/1/2025 0:00:00,"XLF",0.57,0.03,1.40,-1.34
5/2/2025 0:00:00,"XLF",0.63,0.03,1.40,-1.34
5/5/2025 0:00:00,"XLF",-0.23,0.03,1.40,-1.34
5/6/2025 0:00:00,"XLF",-2.66,0.03,1.40,-1.34
5/7/2025 0:00:00,"XLF",-2.48,0.03,1.40,-1.34
5/8/2025 0:00:00,"XLF",-2.36,0.03,1.40,-1.34
5/9/2025 0:00:00,"XLF",-3.10,0.03,1.40,-1.34
5/12/2025 0:00:00,"XLF",-2.62,0.03,1.40,-1.34
5/13/2025 0:00:00,"XLF",-2.20,0.03,1.40,-1.34
5/14/2025 0:00:00,"XLF",-1.88,0.03,1.40,-1.34
5/15/2025 0:00:00,"XLF",-1.64,0.03,1.40,-1.34
5/16/2025 0:00:00,"XLF",-1.56,0.03,1.40,-1.34
5/19/2025 0:00:00,"XLF",-1.39,0.03,1.40,-1.34
5/20/2025 0:00:00,"XLF",-1.40,0.03,1.40,-1.34
5/21/2025 0:00:00,"XLF",-1.31,0.03,1.40,-1.34
5/22/2025 0:00:00,"XLF",-1.21,0.03,1.40,-1.34
5/23/2025 0:00:00,"XLF",-1.12,0.03,1.40,-1.34
5/27/2025 0:00:00,"XLF",-0.97,0.03,1.40,-1.34
5/28/2025 0:00:00,"XLF",-0.86,0.03,1.40,-1.34
5/29/2025 0:00:00,"XLF",-0.80,0.03,1.40,-1.34
5/30/2025 0:00:00,"XLF",-0.73,0.03,1.40,-1.34
6/2/2025 0:00:00,"XLF",-0.68,0.03,1.40,-1.34
6/3/2025 0:00:00,"XLF",-0.81,0.03,1.40,-1.34
6/4/2025 0:00:00,"XLF",-0.84,0.03,1.40,-1.34
6/5/2025 0:00:00,"XLF",-0.82,0.03,1.40,-1.34
6/6/2025 0:00:00,"XLF",-0.72,0.03,1.40,-1.34
6/9/2025 0:00:00,"XLF",-0.90,0.03,1.40,-1.34
6/10/2025 0:00:00,"XLF",-0.87,0.03,1.40,-1.34
6/11/2025 0:00:00,"XLF",-1.61,0.03,1.40,-1.34
6/12/2025 0:00:00,"XLF",-1.53,0.03,1.40,-1.34
6/13/2025 0:00:00,"XLF",-0.49,0.03,1.40,-1.34
6/16/2025 0:00:00,"XLF",-0.15,0.03,1.40,-1.34
6/17/2025 0:00:00,"XLF",-0.13,0.03,1.40,-1.34
6/20/2025 0:00:00,"XLF",0.05,0.03,1.40,-1.34
6/23/2025 0:00:00,"XLF",-1.47,0.03,1.40,-1.34
6/24/2025 0:00:00,"XLF",-0.46,0.03,1.40,-1.34
6/25/2025 0:00:00,"XLF",-0.44,0.03,1.40,-1.34
6/26/2025 0:00:00,"XLF",-1.43,0.03,1.40,-1.34
6/27/2025 0:00:00,"XLF",-1.58,0.03,1.40,-1.34
6/30/2025 0:00:00,"XLF",-1.29,0.03,1.40,-1.34
7/1/2025 0:00:00,"XLF",-1.12,0.03,1.40,-1.34
7/2/2025 0:00:00,"XLF",-1.04,0.03,1.40,-1.34
7/3/2025 0:00:00,"XLF",-0.50,0.03,1.40,-1.34
7/7/2025 0:00:00,"XLF",-0.03,0.03,1.40,-1.34
7/8/2025 0:00:00,"XLF",0.48,0.03,1.40,-1.34
7/9/2025 0:00:00,"XLF",-0.15,0.03,1.40,-1.34
7/10/2025 0:00:00,"XLF",-0.24,0.03,1.40,-1.34
7/11/2025 0:00:00,"XLF",0.61,0.03,1.40,-1.34
7/14/2025 0:00:00,"XLF",0.72,0.03,1.40,-1.34
7/15/2025 0:00:00,"XLF",2.25,0.03,1.40,-1.34
7/16/2025 0:00:00,"XLF",-0.11,0.03,1.40,-1.34
7/17/2025 0:00:00,"XLF",-0.23,0.03,1.40,-1.34
7/18/2025 0:00:00,"XLF",-0.52,0.03,1.40,-1.34
7/21/2025 0:00:00,"XLF",-0.34,0.03,1.40,-1.34
7/22/2025 0:00:00,"XLF",-0.19,0.03,1.40,-1.34
7/23/2025 0:00:00,"XLF",-0.31,0.03,1.40,-1.34
7/24/2025 0:00:00,"XLF",-1.40,0.03,1.40,-1.34
7/25/2025 0:00:00,"XLF",-1.23,0.03,1.40,-1.34
7/28/2025 0:00:00,"XLF",-0.94,0.03,1.40,-1.34
7/29/2025 0:00:00,"XLF",-0.74,0.03,1.40,-1.34
7/30/2025 0:00:00,"XLF",-1.10,0.03,1.40,-1.34
7/31/2025 0:00:00,"XLF",-1.01,0.03,1.40,-1.34
8/1/2025 0:00:00,"XLF",1.03,0.03,1.40,-1.34
8/4/2025 0:00:00,"XLF",0.84,0.03,1.40,-1.34
8/5/2025 0:00:00,"XLF",0.43,0.03,1.40,-1.34
8/6/2025 0:00:00,"XLF",0.20,0.03,1.40,-1.34
8/7/2025 0:00:00,"XLF",0.75,0.03,1.40,-1.34
8/8/2025 0:00:00,"XLF",1.01,0.03,1.40,-1.34
8/11/2025 0:00:00,"XLF",0.44,0.03,1.40,-1.34
8/12/2025 0:00:00,"XLF",0.98,0.03,1.40,-1.34
8/13/2025 0:00:00,"XLF",-0.77,0.03,1.40,-1.34
8/14/2025 0:00:00,"XLF",-0.87,0.03,1.40,-1.34
8/15/2025 0:00:00,"XLF",-0.55,0.03,1.40,-1.34
8/18/2025 0:00:00,"XLF",-0.53,0.03,1.40,-1.34
8/19/2025 0:00:00,"XLF",-0.53,0.03,1.40,-1.34
8/20/2025 0:00:00,"XLF",-0.53,0.03,1.40,-1.34
8/21/2025 0:00:00,"XLF",-0.89,0.03,1.40,-1.34
8/22/2025 0:00:00,"XLF",0.98,0.03,1.40,-1.34
8/25/2025 0:00:00,"XLF",0.82,0.03,1.40,-1.34
8/26/2025 0:00:00,"XLF",0.77,0.03,1.40,-1.34
8/27/2025 0:00:00,"XLF",0.47,0.03,1.40,-1.34
8/28/2025 0:00:00,"XLF",0.34,0.03,1.40,-1.34
8/29/2025 0:00:00,"XLF",-0.19,0.03,1.40,-1.34
8/1/2024 0:00:00,"XLI",1.64,-0.04,1.41,-1.49
8/2/2024 0:00:00,"XLI",1.94,-0.04,1.41,-1.49
8/5/2024 0:00:00,"XLI",1.93,-0.04,1.41,-1.49
8/6/2024 0:00:00,"XLI",1.82,-0.04,1.41,-1.49
8/7/2024 0:00:00,"XLI",1.65,-0.04,1.41,-1.49
8/8/2024 0:00:00,"XLI",1.78,-0.04,1.41,-1.49
8/9/2024 0:00:00,"XLI",1.51,-0.04,1.41,-1.49
8/12/2024 0:00:00,"XLI",1.39,-0.04,1.41,-1.49
8/13/2024 0:00:00,"XLI",1.34,-0.04,1.41,-1.49
8/14/2024 0:00:00,"XLI",0.73,-0.04,1.41,-1.49
8/15/2024 0:00:00,"XLI",0.68,-0.04,1.41,-1.49
8/16/2024 0:00:00,"XLI",0.55,-0.04,1.41,-1.49
8/19/2024 0:00:00,"XLI",0.46,-0.04,1.41,-1.49
8/20/2024 0:00:00,"XLI",0.30,-0.04,1.41,-1.49
8/21/2024 0:00:00,"XLI",0.24,-0.04,1.41,-1.49
8/22/2024 0:00:00,"XLI",-0.64,-0.04,1.41,-1.49
8/23/2024 0:00:00,"XLI",-0.70,-0.04,1.41,-1.49
8/26/2024 0:00:00,"XLI",-1.18,-0.04,1.41,-1.49
8/27/2024 0:00:00,"XLI",-1.25,-0.04,1.41,-1.49
8/28/2024 0:00:00,"XLI",-1.31,-0.04,1.41,-1.49
8/29/2024 0:00:00,"XLI",-1.53,-0.04,1.41,-1.49
8/30/2024 0:00:00,"XLI",-2.02,-0.04,1.41,-1.49
9/3/2024 0:00:00,"XLI",-1.75,-0.04,1.41,-1.49
9/4/2024 0:00:00,"XLI",-2.14,-0.04,1.41,-1.49
9/5/2024 0:00:00,"XLI",-1.68,-0.04,1.41,-1.49
9/6/2024 0:00:00,"XLI",-1.36,-0.04,1.41,-1.49
9/9/2024 0:00:00,"XLI",-1.63,-0.04,1.41,-1.49
9/10/2024 0:00:00,"XLI",-1.48,-0.04,1.41,-1.49
9/11/2024 0:00:00,"XLI",-1.43,-0.04,1.41,-1.49
9/12/2024 0:00:00,"XLI",-1.40,-0.04,1.41,-1.49
9/13/2024 0:00:00,"XLI",-1.17,-0.04,1.41,-1.49
9/16/2024 0:00:00,"XLI",-1.29,-0.04,1.41,-1.49
9/17/2024 0:00:00,"XLI",-1.18,-0.04,1.41,-1.49
9/18/2024 0:00:00,"XLI",-1.13,-0.04,1.41,-1.49
9/19/2024 0:00:00,"XLI",-0.63,-0.04,1.41,-1.49
9/20/2024 0:00:00,"XLI",-0.40,-0.04,1.41,-1.49
9/23/2024 0:00:00,"XLI",-0.35,-0.04,1.41,-1.49
9/24/2024 0:00:00,"XLI",-0.37,-0.04,1.41,-1.49
9/25/2024 0:00:00,"XLI",-0.18,-0.04,1.41,-1.49
9/26/2024 0:00:00,"XLI",-0.06,-0.04,1.41,-1.49
9/27/2024 0:00:00,"XLI",0.05,-0.04,1.41,-1.49
9/30/2024 0:00:00,"XLI",0.13,-0.04,1.41,-1.49
10/1/2024 0:00:00,"XLI",-0.27,-0.04,1.41,-1.49
10/2/2024 0:00:00,"XLI",-3.49,-0.04,1.41,-1.49
10/3/2024 0:00:00,"XLI",-2.46,-0.04,1.41,-1.49
10/4/2024 0:00:00,"XLI",-2.68,-0.04,1.41,-1.49
10/7/2024 0:00:00,"XLI",-2.66,-0.04,1.41,-1.49
10/8/2024 0:00:00,"XLI",-2.57,-0.04,1.41,-1.49
10/9/2024 0:00:00,"XLI",-2.04,-0.04,1.41,-1.49
10/10/2024 0:00:00,"XLI",-1.61,-0.04,1.41,-1.49
10/11/2024 0:00:00,"XLI",-0.95,-0.04,1.41,-1.49
10/14/2024 0:00:00,"XLI",-0.97,-0.04,1.41,-1.49
10/15/2024 0:00:00,"XLI",-0.63,-0.04,1.41,-1.49
10/16/2024 0:00:00,"XLI",-0.53,-0.04,1.41,-1.49
10/17/2024 0:00:00,"XLI",-0.44,-0.04,1.41,-1.49
10/18/2024 0:00:00,"XLI",-0.94,-0.04,1.41,-1.49
10/21/2024 0:00:00,"XLI",-0.99,-0.04,1.41,-1.49
10/22/2024 0:00:00,"XLI",-0.40,-0.04,1.41,-1.49
10/23/2024 0:00:00,"XLI",-0.39,-0.04,1.41,-1.49
10/24/2024 0:00:00,"XLI",-0.23,-0.04,1.41,-1.49
10/25/2024 0:00:00,"XLI",-0.18,-0.04,1.41,-1.49
10/28/2024 0:00:00,"XLI",-0.05,-0.04,1.41,-1.49
10/29/2024 0:00:00,"XLI",0.01,-0.04,1.41,-1.49
10/30/2024 0:00:00,"XLI",0.26,-0.04,1.41,-1.49
10/31/2024 0:00:00,"XLI",1.20,-0.04,1.41,-1.49
11/1/2024 0:00:00,"XLI",1.13,-0.04,1.41,-1.49
11/4/2024 0:00:00,"XLI",0.69,-0.04,1.41,-1.49
11/5/2024 0:00:00,"XLI",2.21,-0.04,1.41,-1.49
11/6/2024 0:00:00,"XLI",3.98,-0.04,1.41,-1.49
11/7/2024 0:00:00,"XLI",2.90,-0.04,1.41,-1.49
11/8/2024 0:00:00,"XLI",2.37,-0.04,1.41,-1.49
11/11/2024 0:00:00,"XLI",1.80,-0.04,1.41,-1.49
11/12/2024 0:00:00,"XLI",1.66,-0.04,1.41,-1.49
11/13/2024 0:00:00,"XLI",1.40,-0.04,1.41,-1.49
11/14/2024 0:00:00,"XLI",1.50,-0.04,1.41,-1.49
11/15/2024 0:00:00,"XLI",1.36,-0.04,1.41,-1.49
11/18/2024 0:00:00,"XLI",1.22,-0.04,1.41,-1.49
11/19/2024 0:00:00,"XLI",1.10,-0.04,1.41,-1.49
