"Date","Ticker","ticker_name","exposure","category","close","model_score"
4/22/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.24,-0.98
4/23/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.77,-0.69
4/24/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.05,-0.20
4/25/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.84,-4.84
4/28/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.57,-3.58
4/29/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.24,-0.62
4/30/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.83,-0.16
5/1/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.12,-0.17
5/2/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.56,-0.81
5/5/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.49,-0.43
5/6/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.35,-0.03
5/7/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.48,-0.04
5/8/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.38,-0.05
5/9/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.91,0.00
5/12/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.03,-0.23
5/13/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",79.94,0.53
5/14/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",79.51,-0.13
5/15/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.14,-0.02
5/16/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.07,0.37
5/19/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.31,-1.00
5/20/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.60,4.79
5/21/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.64,-0.20
5/22/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.30,-0.44
5/23/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.60,0.83
5/27/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.34,-0.84
5/28/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.78,0.86
5/29/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.11,-1.91
5/30/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.83,-0.77
6/2/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.88,2.73
6/3/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.80,1.29
6/4/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.22,0.22
6/5/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.43,6.31
6/6/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.69,8.22
6/9/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.58,1.79
6/10/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.76,4.17
6/11/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.48,0.56
6/12/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.96,-0.04
6/13/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.96,-3.82
6/16/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.22,1.93
6/17/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.53,1.59
6/18/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.43,-2.86
6/20/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.02,3.68
6/23/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.40,0.69
6/24/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.33,9.06
6/25/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.24,6.01
6/26/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.17,19.90
6/27/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.55,21.30
6/30/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.97,25.84
7/1/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.98,1.90
7/2/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.22,4.52
7/3/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.18,1.08
7/7/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.11,1.46
7/8/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.35,0.99
7/9/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.82,-1.01
7/10/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.11,-1.22
7/11/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.81,30.08
7/14/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.88,-10.28
7/15/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.07,4.31
7/16/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.35,53.93
7/17/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.11,8.98
7/18/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.89,1.53
7/21/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.88,4.21
7/22/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.62,33.77
7/23/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.65,39.56
7/24/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.36,0.71
7/25/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.50,-1.84
7/28/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.66,29.25
7/29/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.19,34.32
7/30/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.47,-12.86
7/31/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",79.78,-3.23
8/1/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.16,3.52
8/4/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.55,-6.33
8/5/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.47,0.91
8/6/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.62,61.14
8/7/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.24,1.99
8/8/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.48,-0.75
8/11/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.41,-0.45
8/12/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.63,-0.15
8/13/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.63,-0.39
8/14/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.89,0.27
8/15/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.02,-2.77
8/18/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.91,-5.38
8/19/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.75,-0.15
8/20/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",83.22,2.68
8/21/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.47,6.62
8/22/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",82.47,-0.26
8/25/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",81.06,72.82
8/26/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.53,13.33
8/27/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.77,10.48
8/28/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.26,10.81
8/29/2025 0:00:00,"XLP","Sel Sector:C Stp SPDR","Consumer Staples","Sector Style ETFs",80.78,2.07
8/1/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",74.10,2.41
8/2/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",74.22,0.99
8/5/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",72.26,41.41
8/6/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",72.87,0.62
8/7/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",73.28,2.42
8/8/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",73.36,0.20
8/9/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",73.61,0.35
8/12/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",73.74,-0.89
8/13/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",74.17,-0.24
8/14/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",74.12,-0.31
8/15/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",74.11,-0.34
8/16/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",74.44,-0.35
8/19/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",74.93,-0.09
8/20/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",74.77,-0.36
8/21/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",75.30,-0.42
8/22/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",75.21,0.50
8/23/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",75.42,0.71
8/26/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",75.91,1.15
8/27/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",75.31,0.95
8/28/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",75.31,2.46
8/29/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",75.72,2.55
8/30/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.29,1.97
9/3/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.18,8.32
9/4/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.83,6.12
9/5/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.64,6.28
9/6/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",75.91,10.50
9/9/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.68,13.30
9/10/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.04,0.24
9/11/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.28,0.89
9/12/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.45,0.54
9/13/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.54,0.80
9/16/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.14,1.93
9/17/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.08,6.17
9/18/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.48,3.73
9/19/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.02,9.17
9/20/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.08,4.91
9/23/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.33,2.50
9/24/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.76,2.78
9/25/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.18,2.10
9/26/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.63,-2.01
9/27/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.42,1.94
9/30/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.78,8.70
10/1/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",81.43,1.01
10/2/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",81.47,3.45
10/3/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",81.44,1.55
10/4/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",81.31,0.74
10/7/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.44,3.06
10/8/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.48,15.19
10/9/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.80,41.26
10/10/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.56,13.89
10/11/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.25,6.27
10/14/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.25,3.99
10/15/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.61,1.30
10/16/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",82.21,7.23
10/17/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",81.48,-2.26
10/18/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",81.95,1.43
10/21/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",81.63,1.87
10/22/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",81.34,1.84
10/23/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",82.12,6.24
10/24/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",81.59,6.87
10/25/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.38,0.77
10/28/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",81.01,4.22
10/29/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.28,-14.44
10/30/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.09,122.09
10/31/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.91,56.70
11/1/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.13,51.93
11/4/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.20,48.68
11/5/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.36,59.68
11/6/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.55,32.06
11/7/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.69,34.33
11/8/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.18,15.49
11/11/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.40,-23.35
11/12/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.49,-11.25
11/13/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.35,-5.34
11/14/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.08,-15.63
11/15/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.25,-12.73
11/18/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.94,-13.35
11/19/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.45,-16.51
11/20/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.49,-6.18
11/21/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",81.89,-2.76
11/22/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",81.45,-0.60
11/25/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",81.60,0.50
11/26/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",82.90,1.61
11/27/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",82.90,-0.02
11/29/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",82.93,0.08
12/2/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",81.15,-0.34
12/3/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.45,0.00
12/4/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.44,0.00
12/5/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.69,0.03
12/6/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.69,2.76
12/9/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.69,2.57
12/10/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.12,4.77
12/11/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.63,-6.21
12/12/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.59,-4.62
12/13/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.64,-1.81
12/16/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.02,5.67
12/17/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.70,5.22
12/18/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",74.89,24.82
12/19/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",75.23,17.35
12/20/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.43,38.82
12/23/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.06,17.83
12/24/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.48,34.08
12/26/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.30,-14.38
12/27/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.08,-1.21
12/30/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",75.76,11.17
12/31/2024 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",75.69,-5.62
1/2/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.27,2.12
1/3/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.08,13.91
1/6/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.22,19.73
1/7/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.03,20.95
1/8/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.01,-8.33
1/10/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",75.58,11.60
1/13/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",74.70,22.00
1/14/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",75.68,44.38
1/15/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.79,46.94
1/16/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.73,-8.34
1/17/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.84,59.99
1/21/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.05,0.02
1/22/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.32,-6.43
1/23/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.69,-23.57
1/24/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.49,1.12
1/27/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.65,23.00
1/28/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.58,7.17
1/29/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",76.74,18.85
1/30/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.34,10.42
1/31/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.88,8.63
2/3/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.30,12.92
2/4/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.61,17.16
2/5/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.39,13.75
2/6/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.30,17.02
2/7/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.14,19.89
2/10/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.99,-0.11
2/11/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.39,0.19
2/12/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.25,-0.16
2/13/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.43,-0.17
2/14/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.10,-0.11
2/18/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.84,0.48
2/19/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.26,0.47
2/20/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.25,-0.02
2/21/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",80.27,0.23
2/24/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.87,0.55
2/25/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.47,0.35
2/26/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.80,0.29
2/27/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.03,14.69
2/28/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.22,0.70
3/3/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",79.33,0.39
3/4/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.04,30.29
3/5/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.49,55.28
3/6/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",75.88,14.88
3/7/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.29,22.22
3/10/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",78.14,21.16
3/11/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.41,73.17
3/12/2025 0:00:00,"XLU","Sel Sector:Util SPDR","Utilities","Sector Style ETFs",77.17,45.46
