Ticker,Date,Zscore,prem_disc
KEYS,2025-09-05,0.29,-0.1045
KEYS,2025-08-06,0.85,0.3888
KHC,2025-09-05,1.51,-0.9991
KHC,2025-08-06,0.86,-0.1128
KIM,2025-09-05,-1.51,2.1381
KIM,2025-08-06,1.53,-0.1155
KKR,2025-09-05,-0.96,0.3677
KKR,2025-08-06,0.05,0.0378
KLAC,2025-09-05,0.18,-0.1947
KLAC,2025-08-06,2.07,0.6717
KMB,2025-09-05,-2.4,0.15
KMB,2025-08-06,2.21,0.0661
KMI,2025-09-05,-3.3,0.9908
KMI,2025-08-06,2.1,0.5023
KMX,2025-09-05,-1.58,0.6257
KMX,2025-08-06,-1.13,-0.1941
KO,2025-09-05,-1.48,0.487
KO,2025-08-06,1.0,0.3191
KR,2025-09-05,-0.61,0.2775
KR,2025-08-06,-0.9,-0.2214
KVUE,2025-09-05,4.09,0.0455
KVUE,2025-08-06,1.96,-0.4537
L,2025-09-05,-1.75,0.3211
L,2025-08-06,1.23,0.6287
LDOS,2025-09-05,-2.99,0.494
LDOS,2025-08-06,2.83,0.1538
LEN,2025-09-05,-1.04,0.2166
LEN,2025-08-06,0.15,-0.2624
LH,2025-09-05,-0.99,0.2805
LH,2025-08-06,0.95,0.0256
LHX,2025-09-05,-1.23,0.9373
LHX,2025-08-06,-0.45,0.5709
LII,2025-09-05,1.41,-0.2003
LII,2025-08-06,0.99,-0.0473
LIN,2025-09-05,-1.71,0.9698
LIN,2025-08-06,1.01,2.5798
LKQ,2025-09-05,-1.07,-0.1768
LKQ,2025-08-06,1.01,-0.5785
LLY,2025-09-05,-1.17,-0.5461
LLY,2025-08-06,1.61,0.506
LMT,2025-09-05,-0.76,0.1643
LMT,2025-08-06,0.78,-0.3721
LNT,2025-09-05,-1.59,0.2226
LNT,2025-08-06,0.0,0.2216
LOMA,2025-09-05,-1.74,0.4562
LOMA,2025-08-06,-2.42,0.1695
LOW,2025-09-05,-0.71,-0.1847
LOW,2025-08-06,1.14,0.2023
LQD,2025-09-05,2.66,1.5734
LQD,2025-08-06,-1.89,0.4656
LRCX,2025-09-05,0.81,-0.1977
LRCX,2025-08-06,0.95,-0.0141
LULU,2025-09-05,4.19,-0.4917
LULU,2025-08-06,-1.43,-0.0727
LUV,2025-09-05,-0.98,0.0935
LUV,2025-08-06,1.04,-0.6049
LVS,2025-09-05,1.52,0.1951
LVS,2025-08-06,-1.58,0.5676
LW,2025-09-05,-1.12,0.8935
LW,2025-08-06,1.02,-0.5832
LYB,2025-09-05,-2.15,-0.0656
LYB,2025-08-06,1.3,-0.0913
LYV,2025-09-05,-2.0,0.3368
LYV,2025-08-06,0.98,0.2259
MA,2025-09-05,-0.22,0.2958
MA,2025-08-06,-0.83,0.3836
MAA,2025-09-05,-1.67,0.424
MAA,2025-08-06,1.67,-0.3045
MAR,2025-09-05,-0.14,-0.0547
MAR,2025-08-06,1.78,1.2219
MAS,2025-09-05,1.02,-0.0937
MAS,2025-08-06,-1.22,0.1336
MCD,2025-09-05,-3.33,0.574
MCD,2025-08-06,1.15,0.3941
MCHI,2025-09-05,1.22,-0.013
MCHI,2025-08-06,0.69,0.3708
MCHP,2025-09-05,-0.31,-0.0581
MCHP,2025-08-06,0.33,-0.3657
MCK,2025-09-05,0.21,-0.1793
MCK,2025-08-06,-2.46,0.3659
MCO,2025-09-05,-2.35,0.5233
MCO,2025-08-06,0.92,0.2987
MDLZ,2025-09-05,-1.54,0.4937
MDLZ,2025-08-06,1.52,-0.2836
MDT,2025-09-05,0.78,-0.2235
MDT,2025-08-06,-0.18,0.9857
MDY,2025-09-05,0.12,0.0813
MDY,2025-08-06,1.12,0.3619
MET,2025-09-05,-0.82,-0.1431
MET,2025-08-06,1.75,-0.1306
META,2025-09-05,-1.92,0.2054
META,2025-08-06,1.83,-0.4069
MGM,2025-09-05,0.53,0.0447
MGM,2025-08-06,-1.1,-0.0425
MHK,2025-09-05,0.73,-0.2368
MHK,2025-08-06,0.0,0.3088
MKC,2025-09-05,1.6,0.3063
MKC,2025-08-06,-1.64,0.2772
MKTX,2025-09-05,-4.35,0.2282
MKTX,2025-08-06,4.19,-0.284
MLM,2025-09-05,-2.53,0.1507
MLM,2025-08-06,1.43,0.392
MMC,2025-09-05,-1.69,0.545
MMC,2025-08-06,0.32,0.6673
MMM,2025-09-05,-1.65,0.0224
MMM,2025-08-06,1.93,-0.3516
MNDO,2025-09-05,0.54,1.5339
MNDO,2025-08-06,-0.93,0.4724
MNST,2025-09-05,-1.32,-0.1779
MNST,2025-08-06,2.0,0.9661
MO,2025-09-05,-1.45,0.7813
MO,2025-08-06,1.01,-0.1708
MOH,2025-09-05,-0.92,0.3403
MOH,2025-08-06,-1.18,-0.7292
MOS,2025-09-05,-4.31,0.3837
MOS,2025-08-06,4.17,-0.5565
MP,2025-09-05,-0.31,0.2399
MP,2025-08-06,-0.13,-0.7775
MPC,2025-09-05,-3.58,0.477
MPC,2025-08-06,1.68,-0.0574
MPWR,2025-09-05,-2.12,0.1774
MPWR,2025-08-06,1.56,-0.078
MRK,2025-09-05,-1.81,0.4044
MRK,2025-08-06,1.72,0.2893
MRNA,2025-09-05,-1.44,0.5351
MRNA,2025-08-06,0.39,-0.6052
MS,2025-09-05,-0.17,0.2009
MS,2025-08-06,1.04,0.4537
MSCI,2025-09-05,-1.14,0.178
MSCI,2025-08-06,0.99,-0.6496
MSFT,2025-09-05,-1.48,0.2814
MSFT,2025-08-06,2.1,0.3485
MSI,2025-09-05,0.5,0.0646
MSI,2025-08-06,-1.59,0.4492
MTB,2025-09-05,0.42,0.112
MTB,2025-08-06,-0.19,0.0356
MTCH,2025-09-05,-3.89,-0.1079
MTCH,2025-08-06,3.04,-0.3679
MTD,2025-09-05,-1.64,0.0031
MTD,2025-08-06,1.54,-0.0043
MTUM,2025-09-05,-2.25,0.6881
MTUM,2025-08-06,-0.78,0.506
MU,2025-09-05,0.71,0.0456
MU,2025-08-06,0.93,-0.2099
NCLH,2025-09-05,-1.84,0.1313
NCLH,2025-08-06,1.43,-0.1613
NDAQ,2025-09-05,-1.2,1.2009
NDAQ,2025-08-06,0.87,0.3053
NDSN,2025-09-05,0.26,-0.1117
NDSN,2025-08-06,-0.66,0.153
NEE,2025-09-05,-0.57,-0.0241
NEE,2025-08-06,-0.99,-0.3457
NEM,2025-09-05,-1.48,0.7168
NEM,2025-08-06,0.62,-0.2581
NFLX,2025-09-05,-1.1,0.6317
NFLX,2025-08-06,0.75,-0.1883
NI,2025-09-05,1.41,0.227
NI,2025-08-06,2.27,0.2118
NKE,2025-09-05,-0.22,0.7418
NKE,2025-08-06,-1.61,-0.2998
NOC,2025-09-05,-0.81,0.6885
NOC,2025-08-06,0.59,-0.4397
NORW,2025-09-05,-1.07,-1.0
NORW,2025-08-06,-1.46,0.3116
NOV,2025-09-05,-1.57,0.4738
NOV,2025-08-06,0.38,-0.0198
NOW,2025-09-05,-0.14,-0.0509
NOW,2025-08-06,1.08,-0.3089
NRG,2025-09-05,-4.22,0.5047
NRG,2025-08-06,4.15,-0.6912
NSC,2025-09-05,-1.04,0.1637
NSC,2025-08-06,1.04,-0.0111
NTAP,2025-09-05,1.2,-0.0654
NTAP,2025-08-06,1.64,0.8856
NTR,2025-09-05,-1.03,0.4041
NTR,2025-08-06,-0.42,1.8164
NTRS,2025-09-05,-1.26,0.4238
NTRS,2025-08-06,-1.41,-0.3043
NUE,2025-09-05,-1.8,0.4889
NUE,2025-08-06,-0.24,-0.3174
NVDA,2025-09-05,-0.89,0.3786
NVDA,2025-08-06,0.39,0.5762
NVR,2025-09-05,-1.01,-1.0
NVR,2025-08-06,0.59,-0.3404
NWSA,2025-09-05,1.11,0.0038
NWSA,2025-08-06,-0.52,0.6606
NXPI,2025-09-05,0.24,-0.0281
NXPI,2025-08-06,-2.07,0.5294
O,2025-09-05,-0.26,-0.1755
O,2025-08-06,0.92,0.0862
ODFL,2025-09-05,-1.66,0.0019
ODFL,2025-08-06,1.58,-0.6492
OEF,2025-09-05,-1.71,0.2098
OEF,2025-08-06,1.1,0.2773
OKE,2025-09-05,-2.14,0.3172
OKE,2025-08-06,2.09,-0.1821
OMC,2025-09-05,-0.91,0.3777
OMC,2025-08-06,0.81,-0.3015
ON,2025-09-05,-2.34,0.4883
ON,2025-08-06,1.95,-0.2529
ORCL,2025-09-05,1.67,0.3271
ORCL,2025-08-06,-0.91,-0.3195
ORLY,2025-09-05,-2.42,0.5129
ORLY,2025-08-06,-1.17,0.2385
OTIS,2025-09-05,-0.95,-0.2507
OTIS,2025-08-06,0.93,-0.6119
OXY,2025-09-05,0.16,0.2895
OXY,2025-08-06,-2.97,0.0718
PAM,2025-09-05,-3.09,0.0802
PAM,2025-08-06,-0.55,-0.3368
PANW,2025-09-05,-1.82,0.1639
PANW,2025-08-06,1.35,-0.3426
PAYC,2025-09-05,0.76,-0.2844
PAYC,2025-08-06,-0.96,-0.2495
PAYX,2025-09-05,-0.22,0.3099
PAYX,2025-08-06,-1.01,0.5488
PBR,2025-09-05,-0.03,-0.9991
PBR,2025-08-06,-1.6,2.2591
PCAR,2025-09-05,-0.26,0.1098
PCAR,2025-08-06,0.53,-0.1771
PCG,2025-09-05,-0.27,0.798
PCG,2025-08-06,0.47,-0.0149
PEG,2025-09-05,-3.02,0.297
PEG,2025-08-06,3.0,1.7461
PEP,2025-09-05,-0.99,0.3927
PEP,2025-08-06,0.81,-0.5961
PFE,2025-09-05,-3.09,-0.0549
PFE,2025-08-06,2.37,-0.3495
PFG,2025-09-05,-1.46,0.3423
PFG,2025-08-06,1.42,-0.0742
PG,2025-09-05,-1.91,0.525
PG,2025-08-06,1.63,0.5285
PGR,2025-09-05,-0.68,0.3283
PGR,2025-08-06,-1.85,0.1135
PH,2025-09-05,-0.83,-0.0947
PH,2025-08-06,1.04,0.2148
PHM,2025-09-05,-0.98,-0.0365
PHM,2025-08-06,0.89,-0.5132
PKG,2025-09-05,0.82,-0.0743
PKG,2025-08-06,-1.73,0.4278
PLD,2025-09-05,0.14,0.0285
PLD,2025-08-06,1.24,0.2517
PLTR,2025-09-05,-0.86,0.1226
PLTR,2025-08-06,-0.59,0.1201
PM,2025-09-05,-0.84,0.2751
PM,2025-08-06,0.85,-0.4157
PNC,2025-09-05,0.63,0.0686
PNC,2025-08-06,-1.14,0.1365
PNR,2025-09-05,0.79,-0.2119
PNR,2025-08-06,-0.38,1.0448
PNW,2025-09-05,-1.7,0.1341
PNW,2025-08-06,1.28,0.0448
PODD,2025-09-05,-2.59,-0.2351
PODD,2025-08-06,0.41,0.4761
POOL,2025-09-05,2.54,-0.3103
POOL,2025-08-06,-0.59,0.5754
POWA,2025-09-05,-2.23,0.3444
POWA,2025-08-06,1.81,0.0738
PPG,2025-09-05,-1.39,0.1121
PPG,2025-08-06,-0.16,0.0361
PPL,2025-09-05,-1.47,0.3798
PPL,2025-08-06,1.47,0.0324
PRU,2025-09-05,0.0,-0.3049
PRU,2025-08-06,1.54,0.29
PSA,2025-09-05,-1.52,0.1948
PSA,2025-08-06,1.78,0.3404
PSKY,2025-09-05,0.44,-0.5837
PSKY,2025-08-06,2.91,
PSX,2025-09-05,-1.79,0.2062
PSX,2025-08-06,0.44,0.1785
PTC,2025-09-05,-1.62,0.045
PTC,2025-08-06,1.02,-0.6341
PWR,2025-09-05,-1.2,0.6391
PWR,2025-08-06,0.59,0.1336
PYPL,2025-09-05,-1.56,0.1979
PYPL,2025-08-06,1.37,-0.6033
QAT,2025-09-05,1.65,-1.0
QAT,2025-08-06,-0.76,-1.0
QCOM,2025-09-05,-1.7,0.2392
QCOM,2025-08-06,1.56,-0.058
QQQ,2025-09-05,-1.25,0.33
QQQ,2025-08-06,1.09,0.436
QUAL,2025-09-05,-1.77,0.3168
QUAL,2025-08-06,0.69,0.2967
RCL,2025-09-05,0.3,0.0512
RCL,2025-08-06,0.35,-0.2186
REG,2025-09-05,-2.17,0.4071
REG,2025-08-06,2.09,-0.0274
REGN,2025-09-05,-0.12,0.1197
REGN,2025-08-06,1.36,-0.2414
REMX,2025-09-05,0.4,-0.1453
REMX,2025-08-06,0.33,0.1265
RF,2025-09-05,-0.37,0.0319
RF,2025-08-06,0.87,-0.2255
RIG,2025-09-05,-0.84,0.1238
RIG,2025-08-06,-0.59,-0.4016
RJF,2025-09-05,0.54,-0.0004
RJF,2025-08-06,1.29,-0.1582
RL,2025-09-05,1.31,-0.1915
RL,2025-08-06,0.4,0.282
RMD,2025-09-05,-2.24,0.0851
RMD,2025-08-06,2.34,-0.0177
ROK,2025-09-05,-1.75,0.0704
ROK,2025-08-06,3.64,-0.2991
ROKU,2025-09-05,-2.08,0.1986
ROKU,2025-08-06,1.82,-0.2444
ROL,2025-09-05,-1.06,0.1512
ROL,2025-08-06,0.63,-0.0227
ROP,2025-09-05,0.66,0.0958
ROP,2025-08-06,1.45,0.7262
ROST,2025-09-05,-2.54,0.0951
ROST,2025-08-06,2.37,-0.179
RSG,2025-09-05,-1.47,0.5191
RSG,2025-08-06,1.3,-0.1077
RSP,2025-09-05,-1.22,0.2604
RSP,2025-08-06,1.52,0.0783
RTX,2025-09-05,-0.76,0.4793
RTX,2025-08-06,0.16,0.0943
RVTY,2025-09-05,-0.82,-0.0222
RVTY,2025-08-06,1.14,-0.4154
SBAC,2025-09-05,-0.67,-0.0331
SBAC,2025-08-06,2.64,0.0322
SBLK,2025-09-05,-1.4,0.3128
SBLK,2025-08-06,0.66,0.6817
SBUX,2025-09-05,-1.58,0.0548
SBUX,2025-08-06,1.5,-0.1878
SCHW,2025-09-05,3.34,-0.0148
SCHW,2025-08-06,1.5,0.1016
SD,2025-09-05,1.41,-0.0788
SD,2025-08-06,-1.42,0.3692
SDY,2025-09-05,0.13,0.2168
SDY,2025-08-06,-0.88,0.0711
SHW,2025-09-05,-0.24,-0.0888
SHW,2025-08-06,-0.59,1.4605
SHY,2025-09-05,2.16,0.1872
SHY,2025-08-06,-1.72,11.4793
SILJ,2025-09-05,-1.33,-0.1575
SILJ,2025-08-06,-0.98,-0.3771
SJM,2025-09-05,0.72,-0.2403
SJM,2025-08-06,-0.33,-0.005
SLB,2025-09-05,-0.18,0.0737
SLB,2025-08-06,-2.26,-0.0381
SLV,2025-09-05,-0.4,0.3201
SLV,2025-08-06,1.11,-0.0052
SMCI,2025-09-05,-3.85,0.3189
SMCI,2025-08-06,3.05,-0.6322
SNA,2025-09-05,-0.26,-0.1299
SNA,2025-08-06,0.61,-0.3098
SNPS,2025-09-05,-1.51,0.8577
SNPS,2025-08-06,1.11,-0.1851
SO,2025-09-05,-2.1,0.2559
SO,2025-08-06,1.35,0.7457
SOLV,2025-09-05,0.06,0.1072
SOLV,2025-08-06,-1.91,0.5499
SPG,2025-09-05,-2.74,0.4632
SPG,2025-08-06,2.76,-0.0071
SPGI,2025-09-05,-2.15,0.6642
SPGI,2025-08-06,1.91,0.3506
SPHB,2025-09-05,0.49,0.0456
SPHB,2025-08-06,-0.08,0.2728
SPLV,2025-09-05,-1.02,0.0353
SPLV,2025-08-06,-0.42,0.003
SPY,2025-09-05,-1.57,0.303
SPY,2025-08-06,1.12,0.3792
SRE,2025-09-05,-0.74,0.3084
SRE,2025-08-06,0.77,0.5135
STE,2025-09-05,-2.24,-0.4118
STE,2025-08-06,1.21,0.6893
STIP,2025-09-05,1.88,2.4826
STIP,2025-08-06,-1.78,3.3947
STLA,2025-09-05,-1.13,0.1234
STLA,2025-08-06,0.91,0.7438
STLD,2025-09-05,-1.29,0.1703
STLD,2025-08-06,0.75,0.4729
STNG,2025-09-05,-1.19,0.1222
STNG,2025-08-06,-0.76,0.1522
STT,2025-09-05,-0.68,0.5401
STT,2025-08-06,0.58,-0.4198
STX,2025-09-05,-2.19,0.3218
STX,2025-08-06,1.54,0.0054
STZ,2025-09-05,1.43,-0.0372
STZ,2025-08-06,0.53,0.6507
SW,2025-09-05,-1.6,0.0488
SW,2025-08-06,0.79,-0.2797
SWK,2025-09-05,0.43,-0.2773
SWK,2025-08-06,0.9,0.0104
SWKS,2025-09-05,0.14,0.1528
SWKS,2025-08-06,-3.44,1.5452
SYF,2025-09-05,-1.54,0.3382
SYF,2025-08-06,1.84,-0.0746
SYK,2025-09-05,-2.12,0.2361
SYK,2025-08-06,2.07,0.2253
SYY,2025-09-05,-2.23,-0.0166
SYY,2025-08-06,2.26,0.2763
T,2025-09-05,0.92,0.3491
T,2025-08-06,-1.44,-0.0993
TAP,2025-09-05,-1.79,-0.0372
TAP,2025-08-06,1.62,0.3032
TDG,2025-09-05,-2.92,-0.3087
TDG,2025-08-06,2.99,-0.3605
TDW,2025-09-05,-3.01,-0.0412
TDW,2025-08-06,2.86,-0.5608
TDY,2025-09-05,-0.54,0.3654
TDY,2025-08-06,0.99,1.0613
TECH,2025-09-05,-3.18,0.3887
TECH,2025-08-06,2.36,-0.5095
TECK,2025-09-05,-0.7,0.2507
TECK,2025-08-06,0.59,-0.2237
TEL,2025-09-05,-1.03,0.3205
TEL,2025-08-06,0.99,-0.2582
TER,2025-09-05,-1.64,0.0325
TER,2025-08-06,1.52,-0.3865
TFC,2025-09-05,0.4,-0.3257
TFC,2025-08-06,-1.7,0.1413
TGT,2025-09-05,0.09,-0.1655
TGT,2025-08-06,-0.22,-0.4276
THD,2025-09-05,-0.95,0.0596
THD,2025-08-06,-1.4,-0.3426
TIP,2025-09-05,1.2,0.1129
TIP,2025-08-06,1.54,0.4673
TJX,2025-09-05,-2.21,0.1152
TJX,2025-08-06,2.88,0.5927
TKO,2025-09-05,-0.46,-0.2375
TKO,2025-08-06,-0.03,0.9329
TLT,2025-09-05,1.3,0.1996
TLT,2025-08-06,0.27,0.1427
TMO,2025-09-05,-1.4,0.3087
TMO,2025-08-06,1.03,-0.3637
TMUS,2025-09-05,-1.19,0.2266
TMUS,2025-08-06,0.63,-0.1476
TNX,2025-09-05,-0.82,-1.0
TNX,2025-08-06,1.63,-1.0
TPL,2025-09-05,2.2,-0.192
TPL,2025-08-06,0.26,-0.0174
TPR,2025-09-05,0.44,-0.4988
TPR,2025-08-06,-0.01,0.3302
TRGP,2025-09-05,-0.13,0.3513
TRGP,2025-08-06,-0.51,0.1407
TRMB,2025-09-05,0.77,0.1349
TRMB,2025-08-06,1.98,0.9619
TRMD,2025-09-05,-1.32,-0.2824
TRMD,2025-08-06,0.47,0.9675
TROW,2025-09-05,2.99,-0.1229
TROW,2025-08-06,1.75,-0.3822
TRV,2025-09-05,-0.9,0.3229
TRV,2025-08-06,-1.11,0.207
TS,2025-09-05,-1.43,-0.4135
TS,2025-08-06,1.36,2.1033
TSCO,2025-09-05,-1.4,0.5575
TSCO,2025-08-06,-1.0,0.3966
TSLA,2025-09-05,-1.14,0.329
TSLA,2025-08-06,-2.03,-0.5019
TSN,2025-09-05,-3.15,0.1977
TSN,2025-08-06,1.02,-0.5552
TT,2025-09-05,-1.5,0.2626
TT,2025-08-06,1.5,-0.3562
TTD,2025-09-05,0.17,-0.7632
TTD,2025-08-06,0.7,
TTWO,2025-09-05,0.68,-0.0968
TTWO,2025-08-06,0.33,0.6836
TUR,2025-09-05,1.68,0.6859
TUR,2025-08-06,-1.85,0.1882
TXN,2025-09-05,-0.79,-0.1081
TXN,2025-08-06,0.95,-0.1587
TXT,2025-09-05,-0.89,0.2205
TXT,2025-08-06,0.98,1.1472
TYL,2025-09-05,-1.94,0.0298
TYL,2025-08-06,1.79,1.2924
TYX,2025-09-05,0.79,-1.0
TYX,2025-08-06,0.78,-1.0
UAL,2025-09-05,-0.36,-0.004
UAL,2025-08-06,0.02,-0.6087
UBER,2025-09-05,0.15,0.2009
UBER,2025-08-06,-1.45,0.2454
UDR,2025-09-05,-0.33,0.0927
UDR,2025-08-06,2.06,-0.095
UHS,2025-09-05,-1.16,0.3336
UHS,2025-08-06,0.82,-0.1265
ULTA,2025-09-05,1.94,-0.4663
ULTA,2025-08-06,-0.02,-1.0
UNG,2025-09-05,-1.86,1.1223
UNG,2025-08-06,-0.64,2.2253
UNH,2025-09-05,-1.41,-0.1362
UNH,2025-08-06,1.65,0.1349
UNP,2025-09-05,-1.35,0.2364
UNP,2025-08-06,1.18,-0.0739
UPS,2025-09-05,-1.47,-0.1348
UPS,2025-08-06,1.3,-0.272
URI,2025-09-05,-1.17,0.0269
URI,2025-08-06,1.1,-0.5459
URNM,2025-09-05,0.75,-0.0448
URNM,2025-08-06,-0.47,0.0988
USB,2025-09-05,0.31,0.1182
USB,2025-08-06,-1.4,0.3645
USO,2025-09-05,-1.05,0.3752
USO,2025-08-06,-0.57,0.2147
UUP,2025-09-05,-1.78,0.0658
UUP,2025-08-06,2.01,0.0483
V,2025-09-05,-0.54,0.1996
V,2025-08-06,-0.7,0.0226
VAL,2025-09-05,-2.05,0.2205
VAL,2025-08-06,1.36,-0.2038
VICI,2025-09-05,-2.41,1.0852
VICI,2025-08-06,2.01,-0.0086
VIX,2025-09-05,-1.79,-0.0607
VIX,2025-08-06,1.17,-0.0869
VLO,2025-09-05,-2.2,0.5179
VLO,2025-08-06,0.63,-0.123
VLTO,2025-09-05,-1.36,-0.0159
VLTO,2025-08-06,1.26,0.9113
VMC,2025-09-05,-0.58,0.2337
VMC,2025-08-06,-0.61,0.3954
VNM,2025-09-05,-1.47,0.9175
VNM,2025-08-06,1.53,-0.6049
VRSK,2025-09-05,-1.68,0.11
VRSK,2025-08-06,1.12,-0.4666
VRSN,2025-09-05,-1.48,0.4121
VRSN,2025-08-06,1.37,-0.2743
VRTX,2025-09-05,-3.05,-0.0248
VRTX,2025-08-06,3.02,-0.6801
VST,2025-09-05,-1.63,0.5044
VST,2025-08-06,1.19,-0.0297
VTR,2025-09-05,-1.48,1.3295
VTR,2025-08-06,1.32,0.6817
VTRS,2025-09-05,-1.51,-0.1934
VTRS,2025-08-06,1.09,0.0606
VXN,2025-09-05,-1.02,-1.0
VXN,2025-08-06,1.42,-1.0
VZ,2025-09-05,-0.73,-0.202
VZ,2025-08-06,-0.1,-0.2153
WAB,2025-09-05,-1.32,0.249
WAB,2025-08-06,1.07,0.0391
WAT,2025-09-05,-0.31,-0.095
WAT,2025-08-06,0.45,-0.3689
WBD,2025-09-05,0.9,-0.3098
WBD,2025-08-06,-0.89,0.5535
WDAY,2025-09-05,-0.91,-0.0523
WDAY,2025-08-06,1.75,0.1811
WDC,2025-09-05,-1.54,0.3084
WDC,2025-08-06,1.86,-0.5233
WEC,2025-09-05,-1.59,-0.1437
WEC,2025-08-06,0.78,0.3439
WELL,2025-09-05,-1.58,0.7945
WELL,2025-08-06,0.87,0.2743
WFC,2025-09-05,0.27,0.0012
WFC,2025-08-06,0.74,-0.1487
WM,2025-09-05,-0.69,-0.1004
WM,2025-08-06,0.22,-0.1098
WMB,2025-09-05,-1.58,1.0254
WMB,2025-08-06,-1.64,0.3776
WMT,2025-09-05,0.15,-0.1853
WMT,2025-08-06,1.55,1.4912
WRB,2025-09-05,-0.17,0.4503
WRB,2025-08-06,-1.74,0.4124
WSM,2025-09-05,-0.89,0.1357
WSM,2025-08-06,1.63,0.6571
WST,2025-09-05,-1.09,0.3907
WST,2025-08-06,1.07,-0.6821
WTW,2025-09-05,-1.86,0.6003
WTW,2025-08-06,1.71,0.0683
WY,2025-09-05,1.69,-0.0151
WY,2025-08-06,0.08,-0.3768
WYNN,2025-09-05,1.33,0.0009
WYNN,2025-08-06,-2.03,1.3792
XEL,2025-09-05,-1.51,1.0642
XEL,2025-08-06,0.13,0.1754
XES,2025-09-05,-1.42,0.2645
XES,2025-08-06,-0.09,0.9232
XLB,2025-09-05,-2.06,0.587
XLB,2025-08-06,0.79,-0.0035
XLC,2025-09-05,-2.13,1.0142
XLC,2025-08-06,0.74,0.4068
XLE,2025-09-05,1.4,0.5067
XLE,2025-08-06,-2.05,0.3342
XLF,2025-09-05,0.53,0.0411
XLF,2025-08-06,0.2,0.1698
XLI,2025-09-05,-0.25,0.2776
XLI,2025-08-06,1.8,0.3268
XLK,2025-09-05,-1.45,0.2724
XLK,2025-08-06,1.13,0.4781
XLP,2025-09-05,-1.17,0.4329
XLP,2025-08-06,1.32,0.9713
XLRE,2025-09-05,-1.15,1.5703
XLRE,2025-08-06,1.57,-0.0409
XLU,2025-09-05,-2.4,1.5193
XLU,2025-08-06,1.92,0.6168
XLV,2025-09-05,-2.21,0.1993
XLV,2025-08-06,1.61,-0.3283
XLY,2025-09-05,-1.88,0.0797
XLY,2025-08-06,1.93,0.0971
XOM,2025-09-05,0.79,0.0733
XOM,2025-08-06,-2.15,0.5097
XOP,2025-09-05,-0.22,0.4136
XOP,2025-08-06,-1.06,0.7721
XYL,2025-09-05,-1.69,0.0
XYL,2025-08-06,1.74,0.1146
XYZ,2025-09-05,-0.45,-0.0155
XYZ,2025-08-06,1.11,
YUM,2025-09-05,-2.95,0.1546
YUM,2025-08-06,2.78,-0.0574
ZBH,2025-09-05,-1.75,-0.0951
ZBH,2025-08-06,0.94,0.0977
ZBRA,2025-09-05,-2.75,-0.1453
ZBRA,2025-08-06,2.96,0.1352
ZTS,2025-09-05,-2.74,0.6167
ZTS,2025-08-06,1.68,0.3496
