Date,Ticker,monthly_range,monthly_range_avg,monthly_range_hi,monthly_range_lo
2025-08-01,JNJ,16.4,12.3,16.2,8.3
2025-09-01,JNJ,3.0,12.3,16.2,8.3
2024-08-01,JPM,34.6,29.0,37.4,20.6
2024-09-01,JPM,23.5,29.0,37.4,20.6
2024-10-01,JPM,22.4,29.0,37.4,20.6
2024-11-01,JPM,35.1,29.0,37.4,20.6
2024-12-01,JPM,20.7,29.0,37.4,20.6
2025-01-01,JPM,32.1,29.0,37.4,20.6
2025-02-01,JPM,26.9,29.0,37.4,20.6
2025-03-01,JPM,42.1,29.0,37.4,20.6
2025-04-01,JPM,45.1,29.0,37.4,20.6
2025-05-01,JPM,27.4,29.0,37.4,20.6
2025-06-01,JPM,32.3,29.0,37.4,20.6
2025-07-01,JPM,21.0,29.0,37.4,20.6
2025-08-01,JPM,18.7,29.0,37.4,20.6
2025-09-01,JPM,10.8,29.0,37.4,20.6
2024-08-01,K,21.2,3.0,8.4,-2.5
2024-09-01,K,1.1,3.0,8.4,-2.5
2024-10-01,K,0.8,3.0,8.4,-2.5
2024-11-01,K,1.0,3.0,8.4,-2.5
2024-12-01,K,1.0,3.0,8.4,-2.5
2025-01-01,K,1.2,3.0,8.4,-2.5
2025-02-01,K,1.3,3.0,8.4,-2.5
2025-03-01,K,1.0,3.0,8.4,-2.5
2025-04-01,K,1.4,3.0,8.4,-2.5
2025-05-01,K,1.6,3.0,8.4,-2.5
2025-06-01,K,4.5,3.0,8.4,-2.5
2025-07-01,K,1.0,3.0,8.4,-2.5
2025-08-01,K,1.0,3.0,8.4,-2.5
2025-09-01,K,1.3,3.0,8.4,-2.5
2024-08-01,KDP,2.8,3.2,4.8,1.5
2024-09-01,KDP,2.1,3.2,4.8,1.5
2024-10-01,KDP,5.4,3.2,4.8,1.5
2024-11-01,KDP,2.8,3.2,4.8,1.5
2024-12-01,KDP,2.3,3.2,4.8,1.5
2025-01-01,KDP,2.3,3.2,4.8,1.5
2025-02-01,KDP,5.3,3.2,4.8,1.5
2025-03-01,KDP,2.2,3.2,4.8,1.5
2025-04-01,KDP,3.4,3.2,4.8,1.5
2025-05-01,KDP,2.3,3.2,4.8,1.5
2025-06-01,KDP,1.4,3.2,4.8,1.5
2025-07-01,KDP,1.9,3.2,4.8,1.5
2025-08-01,KDP,7.2,3.2,4.8,1.5
2025-09-01,KDP,0.8,3.2,4.8,1.5
2024-08-01,KEY,3.6,2.3,3.0,1.7
2024-09-01,KEY,2.0,2.3,3.0,1.7
2024-10-01,KEY,2.0,2.3,3.0,1.7
2024-11-01,KEY,3.0,2.3,3.0,1.7
2024-12-01,KEY,2.9,2.3,3.0,1.7
2025-01-01,KEY,1.8,2.3,3.0,1.7
2025-02-01,KEY,1.5,2.3,3.0,1.7
2025-03-01,KEY,2.7,2.3,3.0,1.7
2025-04-01,KEY,3.4,2.3,3.0,1.7
2025-05-01,KEY,2.0,2.3,3.0,1.7
2025-06-01,KEY,2.0,2.3,3.0,1.7
2025-07-01,KEY,1.6,2.3,3.0,1.7
2025-08-01,KEY,2.3,2.3,3.0,1.7
2025-09-01,KEY,0.6,2.3,3.0,1.7
2024-08-01,KEYS,39.5,21.6,30.5,12.8
2024-09-01,KEYS,17.7,21.6,30.5,12.8
2024-10-01,KEYS,14.1,21.6,30.5,12.8
2024-11-01,KEYS,27.5,21.6,30.5,12.8
2024-12-01,KEYS,15.2,21.6,30.5,12.8
2025-01-01,KEYS,21.5,21.6,30.5,12.8
2025-02-01,KEYS,30.7,21.6,30.5,12.8
2025-03-01,KEYS,18.7,21.6,30.5,12.8
2025-04-01,KEYS,31.2,21.6,30.5,12.8
2025-05-01,KEYS,30.1,21.6,30.5,12.8
2025-06-01,KEYS,10.2,21.6,30.5,12.8
2025-07-01,KEYS,10.8,21.6,30.5,12.8
2025-08-01,KEYS,17.7,21.6,30.5,12.8
2025-09-01,KEYS,10.1,21.6,30.5,12.8
2024-08-01,KHC,2.5,3.0,3.9,2.0
2024-09-01,KHC,2.1,3.0,3.9,2.0
2024-10-01,KHC,3.3,3.0,3.9,2.0
2024-11-01,KHC,3.7,3.0,3.9,2.0
2024-12-01,KHC,2.3,3.0,3.9,2.0
2025-01-01,KHC,2.7,3.0,3.9,2.0
2025-02-01,KHC,4.7,3.0,3.9,2.0
2025-03-01,KHC,4.4,3.0,3.9,2.0
2025-04-01,KHC,3.9,3.0,3.9,2.0
2025-05-01,KHC,2.9,3.0,3.9,2.0
2025-06-01,KHC,1.5,3.0,3.9,2.0
2025-07-01,KHC,3.4,3.0,3.9,2.0
2025-08-01,KHC,1.5,3.0,3.9,2.0
2025-09-01,KHC,2.1,3.0,3.9,2.0
2024-08-01,KIM,2.5,2.0,2.7,1.4
2024-09-01,KIM,1.5,2.0,2.7,1.4
2024-10-01,KIM,2.1,2.0,2.7,1.4
2024-11-01,KIM,2.2,2.0,2.7,1.4
2024-12-01,KIM,2.6,2.0,2.7,1.4
2025-01-01,KIM,2.2,2.0,2.7,1.4
2025-02-01,KIM,1.7,2.0,2.7,1.4
2025-03-01,KIM,2.3,2.0,2.7,1.4
2025-04-01,KIM,3.6,2.0,2.7,1.4
2025-05-01,KIM,1.8,2.0,2.7,1.4
2025-06-01,KIM,0.9,2.0,2.7,1.4
2025-07-01,KIM,1.5,2.0,2.7,1.4
2025-08-01,KIM,1.9,2.0,2.7,1.4
2025-09-01,KIM,0.8,2.0,2.7,1.4
2024-08-01,KKR,26.0,24.6,32.2,17.0
2024-09-01,KKR,20.9,24.6,32.2,17.0
2024-10-01,KKR,18.5,24.6,32.2,17.0
2024-11-01,KKR,27.9,24.6,32.2,17.0
2024-12-01,KKR,22.4,24.6,32.2,17.0
2025-01-01,KKR,31.5,24.6,32.2,17.0
2025-02-01,KKR,37.3,24.6,32.2,17.0
2025-03-01,KKR,33.6,24.6,32.2,17.0
2025-04-01,KKR,35.5,24.6,32.2,17.0
2025-05-01,KKR,17.8,24.6,32.2,17.0
2025-06-01,KKR,18.3,24.6,32.2,17.0
2025-07-01,KKR,23.0,24.6,32.2,17.0
2025-08-01,KKR,13.3,24.6,32.2,17.0
2025-09-01,KKR,6.2,24.6,32.2,17.0
2024-08-01,KLAC,191.9,125.4,167.7,83.2
2024-09-01,KLAC,125.6,125.4,167.7,83.2
2024-10-01,KLAC,178.4,125.4,167.7,83.2
2024-11-01,KLAC,85.0,125.4,167.7,83.2
2024-12-01,KLAC,57.1,125.4,167.7,83.2
2025-01-01,KLAC,155.2,125.4,167.7,83.2
2025-02-01,KLAC,102.1,125.4,167.7,83.2
2025-03-01,KLAC,81.4,125.4,167.7,83.2
2025-04-01,KLAC,170.5,125.4,167.7,83.2
2025-05-01,KLAC,135.9,125.4,167.7,83.2
2025-06-01,KLAC,162.9,125.4,167.7,83.2
2025-07-01,KLAC,85.9,125.4,167.7,83.2
2025-08-01,KLAC,104.0,125.4,167.7,83.2
2025-09-01,KLAC,74.0,125.4,167.7,83.2
2024-08-01,KMB,10.1,12.3,15.8,8.8
2024-09-01,KMB,10.1,12.3,15.8,8.8
2024-10-01,KMB,13.1,12.3,15.8,8.8
2024-11-01,KMB,9.8,12.3,15.8,8.8
2024-12-01,KMB,10.7,12.3,15.8,8.8
2025-01-01,KMB,9.3,12.3,15.8,8.8
2025-02-01,KMB,14.8,12.3,15.8,8.8
2025-03-01,KMB,14.5,12.3,15.8,8.8
2025-04-01,KMB,18.9,12.3,15.8,8.8
2025-05-01,KMB,15.8,12.3,15.8,8.8
2025-06-01,KMB,17.3,12.3,15.8,8.8
2025-07-01,KMB,8.7,12.3,15.8,8.8
2025-08-01,KMB,9.4,12.3,15.8,8.8
2025-09-01,KMB,3.5,12.3,15.8,8.8
2024-08-01,KMI,1.9,3.0,4.1,2.0
2024-09-01,KMI,1.8,3.0,4.1,2.0
2024-10-01,KMI,3.4,3.0,4.1,2.0
2024-11-01,KMI,4.8,3.0,4.1,2.0
2024-12-01,KMI,2.5,3.0,4.1,2.0
2025-01-01,KMI,4.5,3.0,4.1,2.0
2025-02-01,KMI,2.5,3.0,4.1,2.0
2025-03-01,KMI,3.6,3.0,4.1,2.0
2025-04-01,KMI,5.0,3.0,4.1,2.0
2025-05-01,KMI,2.3,3.0,4.1,2.0
2025-06-01,KMI,2.4,3.0,4.1,2.0
2025-07-01,KMI,3.0,3.0,4.1,2.0
2025-08-01,KMI,2.4,3.0,4.1,2.0
2025-09-01,KMI,0.9,3.0,4.1,2.0
2024-08-01,KMX,13.5,12.0,16.1,7.9
2024-09-01,KMX,11.5,12.0,16.1,7.9
2024-10-01,KMX,8.7,12.0,16.1,7.9
2024-11-01,KMX,14.5,12.0,16.1,7.9
2024-12-01,KMX,10.1,12.0,16.1,7.9
2025-01-01,KMX,11.9,12.0,16.1,7.9
2025-02-01,KMX,8.1,12.0,16.1,7.9
2025-03-01,KMX,17.3,12.0,16.1,7.9
2025-04-01,KMX,21.1,12.0,16.1,7.9
2025-05-01,KMX,9.0,12.0,16.1,7.9
2025-06-01,KMX,8.3,12.0,16.1,7.9
2025-07-01,KMX,15.6,12.0,16.1,7.9
2025-08-01,KMX,8.0,12.0,16.1,7.9
2025-09-01,KMX,3.3,12.0,16.1,7.9
2024-08-01,KO,5.9,5.0,7.1,3.0
2024-09-01,KO,3.2,5.0,7.1,3.0
2024-10-01,KO,7.5,5.0,7.1,3.0
2024-11-01,KO,4.3,5.0,7.1,3.0
2024-12-01,KO,2.7,5.0,7.1,3.0
2025-01-01,KO,3.7,5.0,7.1,3.0
2025-02-01,KO,9.4,5.0,7.1,3.0
2025-03-01,KO,5.0,5.0,7.1,3.0
2025-04-01,KO,8.3,5.0,7.1,3.0
2025-05-01,KO,4.1,5.0,7.1,3.0
2025-06-01,KO,3.9,5.0,7.1,3.0
2025-07-01,KO,4.7,5.0,7.1,3.0
2025-08-01,KO,3.4,5.0,7.1,3.0
2025-09-01,KO,2.1,5.0,7.1,3.0
2024-08-01,KR,4.3,6.1,8.0,4.1
2024-09-01,KR,6.7,6.1,8.0,4.1
2024-10-01,KR,3.4,6.1,8.0,4.1
2024-11-01,KR,5.2,6.1,8.0,4.1
2024-12-01,KR,5.9,6.1,8.0,4.1
2025-01-01,KR,4.2,6.1,8.0,4.1
2025-02-01,KR,4.9,6.1,8.0,4.1
2025-03-01,KR,6.5,6.1,8.0,4.1
2025-04-01,KR,8.7,6.1,8.0,4.1
2025-05-01,KR,7.6,6.1,8.0,4.1
2025-06-01,KR,10.0,6.1,8.0,4.1
2025-07-01,KR,4.8,6.1,8.0,4.1
2025-08-01,KR,8.1,6.1,8.0,4.1
2025-09-01,KR,1.8,6.1,8.0,4.1
2024-08-01,KVUE,4.0,2.6,3.4,1.7
2024-09-01,KVUE,1.9,2.6,3.4,1.7
2024-10-01,KVUE,2.1,2.6,3.4,1.7
2024-11-01,KVUE,2.4,2.6,3.4,1.7
2024-12-01,KVUE,3.1,2.6,3.4,1.7
2025-01-01,KVUE,1.3,2.6,3.4,1.7
2025-02-01,KVUE,4.0,2.6,3.4,1.7
2025-03-01,KVUE,1.6,2.6,3.4,1.7
2025-04-01,KVUE,3.3,2.6,3.4,1.7
2025-05-01,KVUE,2.2,2.6,3.4,1.7
2025-06-01,KVUE,3.0,2.6,3.4,1.7
2025-07-01,KVUE,2.4,2.6,3.4,1.7
2025-08-01,KVUE,1.9,2.6,3.4,1.7
2025-09-01,KVUE,3.7,2.6,3.4,1.7
2024-08-01,L,6.6,7.1,9.9,4.3
2024-09-01,L,5.7,7.1,9.9,4.3
2024-10-01,L,5.8,7.1,9.9,4.3
2024-11-01,L,12.3,7.1,9.9,4.3
2024-12-01,L,6.1,7.1,9.9,4.3
2025-01-01,L,6.9,7.1,9.9,4.3
2025-02-01,L,6.3,7.1,9.9,4.3
2025-03-01,L,9.1,7.1,9.9,4.3
2025-04-01,L,13.4,7.1,9.9,4.3
2025-05-01,L,4.7,7.1,9.9,4.3
2025-06-01,L,5.1,7.1,9.9,4.3
2025-07-01,L,3.8,7.1,9.9,4.3
2025-08-01,L,8.1,7.1,9.9,4.3
2025-09-01,L,2.2,7.1,9.9,4.3
2024-08-01,LDOS,18.5,21.6,30.5,12.7
2024-09-01,LDOS,13.8,21.6,30.5,12.7
2024-10-01,LDOS,26.7,21.6,30.5,12.7
2024-11-01,LDOS,46.2,21.6,30.5,12.7
2024-12-01,LDOS,24.5,21.6,30.5,12.7
2025-01-01,LDOS,24.8,21.6,30.5,12.7
2025-02-01,LDOS,25.0,21.6,30.5,12.7
2025-03-01,LDOS,15.6,21.6,30.5,12.7
2025-04-01,LDOS,19.7,21.6,30.5,12.7
2025-05-01,LDOS,16.4,21.6,30.5,12.7
2025-06-01,LDOS,18.3,21.6,30.5,12.7
2025-07-01,LDOS,9.0,21.6,30.5,12.7
2025-08-01,LDOS,27.4,21.6,30.5,12.7
2025-09-01,LDOS,6.9,21.6,30.5,12.7
2024-08-01,LEN,23.2,19.3,27.1,11.4
2024-09-01,LEN,19.7,19.3,27.1,11.4
2024-10-01,LEN,28.1,19.3,27.1,11.4
2024-11-01,LEN,15.7,19.3,27.1,11.4
2024-12-01,LEN,40.6,19.3,27.1,11.4
2025-01-01,LEN,14.9,19.3,27.1,11.4
2025-02-01,LEN,12.4,19.3,27.1,11.4
2025-03-01,LEN,18.0,19.3,27.1,11.4
2025-04-01,LEN,17.5,19.3,27.1,11.4
2025-05-01,LEN,10.8,19.3,27.1,11.4
2025-06-01,LEN,14.0,19.3,27.1,11.4
2025-07-01,LEN,12.1,19.3,27.1,11.4
2025-08-01,LEN,23.1,19.3,27.1,11.4
2025-09-01,LEN,13.9,19.3,27.1,11.4
2024-08-01,LH,20.5,24.5,32.6,16.5
2024-09-01,LH,18.3,24.5,32.6,16.5
2024-10-01,LH,28.2,24.5,32.6,16.5
2024-11-01,LH,23.4,24.5,32.6,16.5
2024-12-01,LH,16.8,24.5,32.6,16.5
2025-01-01,LH,33.4,24.5,32.6,16.5
2025-02-01,LH,14.4,24.5,32.6,16.5
2025-03-01,LH,30.5,24.5,32.6,16.5
2025-04-01,LH,32.6,24.5,32.6,16.5
2025-05-01,LH,16.9,24.5,32.6,16.5
2025-06-01,LH,20.3,24.5,32.6,16.5
2025-07-01,LH,41.7,24.5,32.6,16.5
2025-08-01,LH,23.6,24.5,32.6,16.5
2025-09-01,LH,7.9,24.5,32.6,16.5
2024-08-01,LHX,12.6,23.6,31.3,15.9
2024-09-01,LHX,16.5,23.6,31.3,15.9
2024-10-01,LHX,23.2,23.6,31.3,15.9
2024-11-01,LHX,26.3,23.6,31.3,15.9
2024-12-01,LHX,37.9,23.6,31.3,15.9
2025-01-01,LHX,21.5,23.6,31.3,15.9
2025-02-01,LHX,21.0,23.6,31.3,15.9
2025-03-01,LHX,22.6,23.6,31.3,15.9
2025-04-01,LHX,28.5,23.6,31.3,15.9
2025-05-01,LHX,35.0,23.6,31.3,15.9
2025-06-01,LHX,20.2,23.6,31.3,15.9
2025-07-01,LHX,31.0,23.6,31.3,15.9
2025-08-01,LHX,13.3,23.6,31.3,15.9
2025-09-01,LHX,8.9,23.6,31.3,15.9
2024-08-01,LII,89.5,75.4,96.2,54.6
2024-09-01,LII,85.0,75.4,96.2,54.6
2024-10-01,LII,44.2,75.4,96.2,54.6
2024-11-01,LII,85.7,75.4,96.2,54.6
2024-12-01,LII,74.7,75.4,96.2,54.6
2025-01-01,LII,79.8,75.4,96.2,54.6
2025-02-01,LII,90.2,75.4,96.2,54.6
2025-03-01,LII,87.3,75.4,96.2,54.6
2025-04-01,LII,79.6,75.4,96.2,54.6
2025-05-01,LII,56.2,75.4,96.2,54.6
2025-06-01,LII,37.5,75.4,96.2,54.6
2025-07-01,LII,115.8,75.4,96.2,54.6
2025-08-01,LII,63.4,75.4,96.2,54.6
2025-09-01,LII,43.6,75.4,96.2,54.6
2024-08-01,LIN,38.9,34.3,45.4,23.2
2024-09-01,LIN,29.9,34.3,45.4,23.2
2024-10-01,LIN,33.0,34.3,45.4,23.2
2024-11-01,LIN,28.2,34.3,45.4,23.2
2024-12-01,LIN,46.5,34.3,45.4,23.2
2025-01-01,LIN,39.0,34.3,45.4,23.2
2025-02-01,LIN,28.5,34.3,45.4,23.2
2025-03-01,LIN,24.7,34.3,45.4,23.2
2025-04-01,LIN,63.4,34.3,45.4,23.2
2025-05-01,LIN,36.0,34.3,45.4,23.2
2025-06-01,LIN,23.1,34.3,45.4,23.2
2025-07-01,LIN,22.7,34.3,45.4,23.2
2025-08-01,LIN,37.1,34.3,45.4,23.2
2025-09-01,LIN,10.6,34.3,45.4,23.2
2024-08-01,LKQ,4.8,5.0,7.0,3.0
2024-09-01,LKQ,4.0,5.0,7.0,3.0
2024-10-01,LKQ,3.5,5.0,7.0,3.0
2024-11-01,LKQ,3.6,5.0,7.0,3.0
2024-12-01,LKQ,4.2,5.0,7.0,3.0
2025-01-01,LKQ,3.8,5.0,7.0,3.0
2025-02-01,LKQ,7.0,5.0,7.0,3.0
2025-03-01,LKQ,4.7,5.0,7.0,3.0
2025-04-01,LKQ,7.3,5.0,7.0,3.0
2025-05-01,LKQ,4.8,5.0,7.0,3.0
2025-06-01,LKQ,3.9,5.0,7.0,3.0
2025-07-01,LKQ,10.3,5.0,7.0,3.0
2025-08-01,LKQ,3.8,5.0,7.0,3.0
2025-09-01,LKQ,1.3,5.0,7.0,3.0
2024-08-01,LLY,225.0,137.5,184.3,90.7
2024-09-01,LLY,110.8,137.5,184.3,90.7
2024-10-01,LLY,168.0,137.5,184.3,90.7
2024-11-01,LLY,135.9,137.5,184.3,90.7
2024-12-01,LLY,94.1,137.5,184.3,90.7
2025-01-01,LLY,102.3,137.5,184.3,90.7
2025-02-01,LLY,123.8,137.5,184.3,90.7
2025-03-01,LLY,146.2,137.5,184.3,90.7
2025-04-01,LLY,225.4,137.5,184.3,90.7
2025-05-01,LLY,141.9,137.5,184.3,90.7
2025-06-01,LLY,94.3,137.5,184.3,90.7
2025-07-01,LLY,84.8,137.5,184.3,90.7
2025-08-01,LLY,150.7,137.5,184.3,90.7
2025-09-01,LLY,24.4,137.5,184.3,90.7
2024-08-01,LMT,32.4,51.9,67.4,36.3
2024-09-01,LMT,23.9,51.9,67.4,36.3
2024-10-01,LMT,76.3,51.9,67.4,36.3
2024-11-01,LMT,61.5,51.9,67.4,36.3
2024-12-01,LMT,49.5,51.9,67.4,36.3
2025-01-01,LMT,60.2,51.9,67.4,36.3
2025-02-01,LMT,41.6,51.9,67.4,36.3
2025-03-01,LMT,69.9,51.9,67.4,36.3
2025-04-01,LMT,64.9,51.9,67.4,36.3
2025-05-01,LMT,46.0,51.9,67.4,36.3
2025-06-01,LMT,44.9,51.9,67.4,36.3
2025-07-01,LMT,64.7,51.9,67.4,36.3
2025-08-01,LMT,42.9,51.9,67.4,36.3
2025-09-01,LMT,17.3,51.9,67.4,36.3
2024-08-01,LNT,3.5,5.0,6.9,3.1
2024-09-01,LNT,2.8,5.0,6.9,3.1
2024-10-01,LNT,3.6,5.0,6.9,3.1
2024-11-01,LNT,8.1,5.0,6.9,3.1
2024-12-01,LNT,5.5,5.0,6.9,3.1
2025-01-01,LNT,5.6,5.0,6.9,3.1
2025-02-01,LNT,6.7,5.0,6.9,3.1
2025-03-01,LNT,4.8,5.0,6.9,3.1
2025-04-01,LNT,8.6,5.0,6.9,3.1
2025-05-01,LNT,5.0,5.0,6.9,3.1
2025-06-01,LNT,2.8,5.0,6.9,3.1
2025-07-01,LNT,6.1,5.0,6.9,3.1
2025-08-01,LNT,3.1,5.0,6.9,3.1
2025-09-01,LNT,1.0,5.0,6.9,3.1
2024-08-01,LOMA,1.5,2.4,3.2,1.7
2024-09-01,LOMA,2.2,2.4,3.2,1.7
2024-10-01,LOMA,1.5,2.4,3.2,1.7
2024-11-01,LOMA,3.0,2.4,3.2,1.7
2024-12-01,LOMA,2.3,2.4,3.2,1.7
2025-01-01,LOMA,2.8,2.4,3.2,1.7
2025-02-01,LOMA,2.4,2.4,3.2,1.7
2025-03-01,LOMA,1.8,2.4,3.2,1.7
2025-04-01,LOMA,3.7,2.4,3.2,1.7
2025-05-01,LOMA,3.4,2.4,3.2,1.7
2025-06-01,LOMA,2.0,2.4,3.2,1.7
2025-07-01,LOMA,2.1,2.4,3.2,1.7
2025-08-01,LOMA,3.4,2.4,3.2,1.7
2025-09-01,LOMA,0.6,2.4,3.2,1.7
2024-08-01,LOW,25.6,26.9,34.6,19.2
2024-09-01,LOW,31.3,26.9,34.6,19.2
2024-10-01,LOW,26.8,26.9,34.6,19.2
2024-11-01,LOW,19.5,26.9,34.6,19.2
2024-12-01,LOW,36.6,26.9,34.6,19.2
2025-01-01,LOW,26.2,26.9,34.6,19.2
2025-02-01,LOW,24.7,26.9,34.6,19.2
2025-03-01,LOW,29.5,26.9,34.6,19.2
2025-04-01,LOW,29.7,26.9,34.6,19.2
2025-05-01,LOW,17.3,26.9,34.6,19.2
2025-06-01,LOW,19.8,26.9,34.6,19.2
2025-07-01,LOW,19.6,26.9,34.6,19.2
2025-08-01,LOW,45.8,26.9,34.6,19.2
2025-09-01,LOW,15.1,26.9,34.6,19.2
2024-08-01,LQD,3.6,3.3,4.5,2.1
2024-09-01,LQD,3.1,3.3,4.5,2.1
2024-10-01,LQD,4.6,3.3,4.5,2.1
2024-11-01,LQD,3.0,3.3,4.5,2.1
2024-12-01,LQD,4.6,3.3,4.5,2.1
2025-01-01,LQD,3.1,3.3,4.5,2.1
2025-02-01,LQD,3.3,3.3,4.5,2.1
2025-03-01,LQD,2.5,3.3,4.5,2.1
2025-04-01,LQD,6.1,3.3,4.5,2.1
2025-05-01,LQD,2.4,3.3,4.5,2.1
2025-06-01,LQD,3.0,3.3,4.5,2.1
2025-07-01,LQD,2.2,3.3,4.5,2.1
2025-08-01,LQD,1.2,3.3,4.5,2.1
2025-09-01,LQD,2.5,3.3,4.5,2.1
2024-08-01,LRCX,17.5,14.1,17.1,11.1
2024-09-01,LRCX,14.7,14.1,17.1,11.1
2024-10-01,LRCX,15.1,14.1,17.1,11.1
2024-11-01,LRCX,10.6,14.1,17.1,11.1
2024-12-01,LRCX,9.7,14.1,17.1,11.1
2025-01-01,LRCX,13.5,14.1,17.1,11.1
2025-02-01,LRCX,16.4,14.1,17.1,11.1
2025-03-01,LRCX,9.3,14.1,17.1,11.1
2025-04-01,LRCX,18.5,14.1,17.1,11.1
2025-05-01,LRCX,14.9,14.1,17.1,11.1
2025-06-01,LRCX,17.6,14.1,17.1,11.1
2025-07-01,LRCX,11.7,14.1,17.1,11.1
2025-08-01,LRCX,15.6,14.1,17.1,11.1
2025-09-01,LRCX,8.9,14.1,17.1,11.1
2024-08-01,LULU,49.0,60.8,86.0,35.7
2024-09-01,LULU,40.3,60.8,86.0,35.7
2024-10-01,LULU,56.6,60.8,86.0,35.7
2024-11-01,LULU,36.8,60.8,86.0,35.7
2024-12-01,LULU,98.4,60.8,86.0,35.7
2025-01-01,LULU,56.2,60.8,86.0,35.7
2025-02-01,LULU,63.9,60.8,86.0,35.7
2025-03-01,LULU,86.2,60.8,86.0,35.7
2025-04-01,LULU,53.1,60.8,86.0,35.7
2025-05-01,LULU,62.1,60.8,86.0,35.7
2025-06-01,LULU,120.3,60.8,86.0,35.7
2025-07-01,LULU,52.0,60.8,86.0,35.7
2025-08-01,LULU,22.2,60.8,86.0,35.7
2025-09-01,LULU,42.7,60.8,86.0,35.7
2024-08-01,LUV,5.9,5.0,7.1,3.0
2024-09-01,LUV,3.5,5.0,7.1,3.0
2024-10-01,LUV,3.6,5.0,7.1,3.0
2024-11-01,LUV,3.3,5.0,7.1,3.0
2024-12-01,LUV,3.8,5.0,7.1,3.0
2025-01-01,LUV,3.9,5.0,7.1,3.0
2025-02-01,LUV,2.1,5.0,7.1,3.0
2025-03-01,LUV,7.6,5.0,7.1,3.0
2025-04-01,LUV,9.3,5.0,7.1,3.0
2025-05-01,LUV,6.2,5.0,7.1,3.0
2025-06-01,LUV,3.9,5.0,7.1,3.0
2025-07-01,LUV,7.6,5.0,7.1,3.0
2025-08-01,LUV,4.7,5.0,7.1,3.0
2025-09-01,LUV,2.5,5.0,7.1,3.0
2024-08-01,LVS,4.9,7.0,9.5,4.4
2024-09-01,LVS,13.1,7.0,9.5,4.4
2024-10-01,LVS,3.9,7.0,9.5,4.4
2024-11-01,LVS,5.8,7.0,9.5,4.4
2024-12-01,LVS,6.1,7.0,9.5,4.4
2025-01-01,LVS,9.0,7.0,9.5,4.4
2025-02-01,LVS,4.6,7.0,9.5,4.4
2025-03-01,LVS,10.3,7.0,9.5,4.4
2025-04-01,LVS,9.1,7.0,9.5,4.4
2025-05-01,LVS,6.0,7.0,9.5,4.4
2025-06-01,LVS,4.4,7.0,9.5,4.4
2025-07-01,LVS,8.0,7.0,9.5,4.4
2025-08-01,LVS,6.5,7.0,9.5,4.4
2025-09-01,LVS,3.8,7.0,9.5,4.4
2024-08-01,LW,7.9,10.1,15.3,5.0
2024-09-01,LW,6.3,10.1,15.3,5.0
2024-10-01,LW,17.1,10.1,15.3,5.0
2024-11-01,LW,8.0,10.1,15.3,5.0
2024-12-01,LW,24.0,10.1,15.3,5.0
2025-01-01,LW,9.6,10.1,15.3,5.0
2025-02-01,LW,10.2,10.1,15.3,5.0
2025-03-01,LW,6.5,10.1,15.3,5.0
2025-04-01,LW,10.8,10.1,15.3,5.0
2025-05-01,LW,6.2,10.1,15.3,5.0
2025-06-01,LW,5.5,10.1,15.3,5.0
2025-07-01,LW,13.2,10.1,15.3,5.0
2025-08-01,LW,7.0,10.1,15.3,5.0
2025-09-01,LW,3.0,10.1,15.3,5.0
2024-08-01,LYB,8.9,9.2,12.7,5.7
2024-09-01,LYB,5.7,9.2,12.7,5.7
2024-10-01,LYB,10.1,9.2,12.7,5.7
2024-11-01,LYB,7.3,9.2,12.7,5.7
2024-12-01,LYB,9.4,9.2,12.7,5.7
2025-01-01,LYB,7.2,9.2,12.7,5.7
2025-02-01,LYB,5.7,9.2,12.7,5.7
2025-03-01,LYB,9.3,9.2,12.7,5.7
2025-04-01,LYB,19.7,9.2,12.7,5.7
2025-05-01,LYB,7.4,9.2,12.7,5.7
2025-06-01,LYB,8.5,9.2,12.7,5.7
2025-07-01,LYB,10.0,9.2,12.7,5.7
2025-08-01,LYB,11.5,9.2,12.7,5.7
2025-09-01,LYB,3.4,9.2,12.7,5.7
2024-08-01,LYV,12.4,18.2,24.5,12.0
2024-09-01,LYV,17.3,18.2,24.5,12.0
2024-10-01,LYV,11.8,18.2,24.5,12.0
2024-11-01,LYV,24.7,18.2,24.5,12.0
2024-12-01,LYV,10.0,18.2,24.5,12.0
2025-01-01,LYV,18.3,18.2,24.5,12.0
2025-02-01,LYV,18.1,18.2,24.5,12.0
2025-03-01,LYV,32.9,18.2,24.5,12.0
2025-04-01,LYV,21.6,18.2,24.5,12.0
2025-05-01,LYV,19.8,18.2,24.5,12.0
2025-06-01,LYV,17.0,18.2,24.5,12.0
2025-07-01,LYV,12.8,18.2,24.5,12.0
2025-08-01,LYV,24.0,18.2,24.5,12.0
2025-09-01,LYV,7.8,18.2,24.5,12.0
2024-08-01,MA,46.2,47.1,66.9,27.4
2024-09-01,MA,28.7,47.1,66.9,27.4
2024-10-01,MA,38.2,47.1,66.9,27.4
2024-11-01,MA,37.2,47.1,66.9,27.4
2024-12-01,MA,19.5,47.1,66.9,27.4
2025-01-01,MA,77.0,47.1,66.9,27.4
2025-02-01,MA,25.4,47.1,66.9,27.4
2025-03-01,MA,64.5,47.1,66.9,27.4
2025-04-01,MA,85.6,47.1,66.9,27.4
2025-05-01,MA,48.7,47.1,66.9,27.4
2025-06-01,MA,67.4,47.1,66.9,27.4
