Date,Ticker,monthly_range,monthly_range_avg,monthly_range_hi,monthly_range_lo
2025-07-01,COP,8.9,12.6,17.6,7.5
2025-08-01,COP,8.1,12.6,17.6,7.5
2025-09-01,COP,7.5,12.6,17.6,7.5
2024-08-01,COR,15.6,26.3,33.5,19.2
2024-09-01,COR,23.6,26.3,33.5,19.2
2024-10-01,COR,20.5,26.3,33.5,19.2
2024-11-01,COR,22.9,26.3,33.5,19.2
2024-12-01,COR,29.0,26.3,33.5,19.2
2025-01-01,COR,37.3,26.3,33.5,19.2
2025-02-01,COR,24.6,26.3,33.5,19.2
2025-03-01,COR,32.1,26.3,33.5,19.2
2025-04-01,COR,29.3,26.3,33.5,19.2
2025-05-01,COR,38.4,26.3,33.5,19.2
2025-06-01,COR,20.3,26.3,33.5,19.2
2025-07-01,COR,21.3,26.3,33.5,19.2
2025-08-01,COR,32.9,26.3,33.5,19.2
2025-09-01,COR,8.0,26.3,33.5,19.2
2024-08-01,COST,125.9,93.9,131.0,56.9
2024-09-01,COST,55.1,93.9,131.0,56.9
2024-10-01,COST,42.8,93.9,131.0,56.9
2024-11-01,COST,109.0,93.9,131.0,56.9
2024-12-01,COST,95.7,93.9,131.0,56.9
2025-01-01,COST,89.0,93.9,131.0,56.9
2025-02-01,COST,109.3,93.9,131.0,56.9
2025-03-01,COST,184.4,93.9,131.0,56.9
2025-04-01,COST,128.2,93.9,131.0,56.9
2025-05-01,COST,69.5,93.9,131.0,56.9
2025-06-01,COST,93.2,93.9,131.0,56.9
2025-07-01,COST,71.8,93.9,131.0,56.9
2025-08-01,COST,66.1,93.9,131.0,56.9
2025-09-01,COST,33.1,93.9,131.0,56.9
2024-08-01,CPAY,50.6,46.5,64.0,28.9
2024-09-01,CPAY,16.5,46.5,64.0,28.9
2024-10-01,CPAY,46.8,46.5,64.0,28.9
2024-11-01,CPAY,57.2,46.5,64.0,28.9
2024-12-01,CPAY,50.9,46.5,64.0,28.9
2025-01-01,CPAY,52.9,46.5,64.0,28.9
2025-02-01,CPAY,42.4,46.5,64.0,28.9
2025-03-01,CPAY,55.9,46.5,64.0,28.9
2025-04-01,CPAY,91.6,46.5,64.0,28.9
2025-05-01,CPAY,44.2,46.5,64.0,28.9
2025-06-01,CPAY,41.6,46.5,64.0,28.9
2025-07-01,CPAY,26.0,46.5,64.0,28.9
2025-08-01,CPAY,35.0,46.5,64.0,28.9
2025-09-01,CPAY,13.8,46.5,64.0,28.9
2024-08-01,CPB,4.2,4.3,5.3,3.3
2024-09-01,CPB,4.3,4.3,5.3,3.3
2024-10-01,CPB,2.7,4.3,5.3,3.3
2024-11-01,CPB,4.6,4.3,5.3,3.3
2024-12-01,CPB,5.2,4.3,5.3,3.3
2025-01-01,CPB,4.7,4.3,5.3,3.3
2025-02-01,CPB,5.4,4.3,5.3,3.3
2025-03-01,CPB,6.1,4.3,5.3,3.3
2025-04-01,CPB,5.1,4.3,5.3,3.3
2025-05-01,CPB,3.3,4.3,5.3,3.3
2025-06-01,CPB,4.5,4.3,5.3,3.3
2025-07-01,CPB,4.1,4.3,5.3,3.3
2025-08-01,CPB,2.3,4.3,5.3,3.3
2025-09-01,CPB,2.9,4.3,5.3,3.3
2024-08-01,CPER,2.2,3.4,5.6,1.1
2024-09-01,CPER,3.7,3.4,5.6,1.1
2024-10-01,CPER,2.1,3.4,5.6,1.1
2024-11-01,CPER,2.7,3.4,5.6,1.1
2024-12-01,CPER,1.7,3.4,5.6,1.1
2025-01-01,CPER,2.7,3.4,5.6,1.1
2025-02-01,CPER,3.4,3.4,5.6,1.1
2025-03-01,CPER,4.8,3.4,5.6,1.1
2025-04-01,CPER,6.1,3.4,5.6,1.1
2025-05-01,CPER,2.1,3.4,5.6,1.1
2025-06-01,CPER,2.2,3.4,5.6,1.1
2025-07-01,CPER,9.6,3.4,5.6,1.1
2025-08-01,CPER,1.1,3.4,5.6,1.1
2025-09-01,CPER,0.7,3.4,5.6,1.1
2024-08-01,CPRT,4.5,6.6,9.8,3.4
2024-09-01,CPRT,6.1,6.6,9.8,3.4
2024-10-01,CPRT,5.6,6.6,9.8,3.4
2024-11-01,CPRT,13.4,6.6,9.8,3.4
2024-12-01,CPRT,6.2,6.6,9.8,3.4
2025-01-01,CPRT,3.6,6.6,9.8,3.4
2025-02-01,CPRT,5.6,6.6,9.8,3.4
2025-03-01,CPRT,5.0,6.6,9.8,3.4
2025-04-01,CPRT,10.4,6.6,9.8,3.4
2025-05-01,CPRT,13.1,6.6,9.8,3.4
2025-06-01,CPRT,4.1,6.6,9.8,3.4
2025-07-01,CPRT,4.6,6.6,9.8,3.4
2025-08-01,CPRT,4.2,6.6,9.8,3.4
2025-09-01,CPRT,4.0,6.6,9.8,3.4
2024-08-01,CPT,13.2,11.2,15.4,7.0
2024-09-01,CPT,7.0,11.2,15.4,7.0
2024-10-01,CPT,8.7,11.2,15.4,7.0
2024-11-01,CPT,18.4,11.2,15.4,7.0
2024-12-01,CPT,12.7,11.2,15.4,7.0
2025-01-01,CPT,8.7,11.2,15.4,7.0
2025-02-01,CPT,13.9,11.2,15.4,7.0
2025-03-01,CPT,10.4,11.2,15.4,7.0
2025-04-01,CPT,21.0,11.2,15.4,7.0
2025-05-01,CPT,9.4,11.2,15.4,7.0
2025-06-01,CPT,8.2,11.2,15.4,7.0
2025-07-01,CPT,7.3,11.2,15.4,7.0
2025-08-01,CPT,8.8,11.2,15.4,7.0
2025-09-01,CPT,4.3,11.2,15.4,7.0
2024-08-01,CRESY,1.8,2.3,3.2,1.5
2024-09-01,CRESY,1.7,2.3,3.2,1.5
2024-10-01,CRESY,1.3,2.3,3.2,1.5
2024-11-01,CRESY,4.2,2.3,3.2,1.5
2024-12-01,CRESY,3.2,2.3,3.2,1.5
2025-01-01,CRESY,2.2,2.3,3.2,1.5
2025-02-01,CRESY,2.7,2.3,3.2,1.5
2025-03-01,CRESY,2.0,2.3,3.2,1.5
2025-04-01,CRESY,3.7,2.3,3.2,1.5
2025-05-01,CRESY,2.5,2.3,3.2,1.5
2025-06-01,CRESY,2.0,2.3,3.2,1.5
2025-07-01,CRESY,1.8,2.3,3.2,1.5
2025-08-01,CRESY,1.8,2.3,3.2,1.5
2025-09-01,CRESY,0.8,2.3,3.2,1.5
2024-08-01,CRL,62.8,34.6,48.7,20.4
2024-09-01,CRL,27.4,34.6,48.7,20.4
2024-10-01,CRL,24.0,34.6,48.7,20.4
2024-11-01,CRL,50.6,34.6,48.7,20.4
2024-12-01,CRL,22.8,34.6,48.7,20.4
2025-01-01,CRL,33.9,34.6,48.7,20.4
2025-02-01,CRL,21.7,34.6,48.7,20.4
2025-03-01,CRL,34.8,34.6,48.7,20.4
2025-04-01,CRL,59.5,34.6,48.7,20.4
2025-05-01,CRL,33.8,34.6,48.7,20.4
2025-06-01,CRL,21.9,34.6,48.7,20.4
2025-07-01,CRL,37.9,34.6,48.7,20.4
2025-08-01,CRL,22.6,34.6,48.7,20.4
2025-09-01,CRL,9.4,34.6,48.7,20.4
2024-08-01,CRM,39.7,39.6,51.3,27.9
2024-09-01,CRM,37.2,39.6,51.3,27.9
2024-10-01,CRM,30.9,39.6,51.3,27.9
2024-11-01,CRM,58.9,39.6,51.3,27.9
2024-12-01,CRM,45.4,39.6,51.3,27.9
2025-01-01,CRM,53.3,39.6,51.3,27.9
2025-02-01,CRM,55.9,39.6,51.3,27.9
2025-03-01,CRM,43.9,39.6,51.3,27.9
2025-04-01,CRM,43.6,39.6,51.3,27.9
2025-05-01,CRM,41.6,39.6,51.3,27.9
2025-06-01,CRM,18.9,39.6,51.3,27.9
2025-07-01,CRM,22.3,39.6,51.3,27.9
2025-08-01,CRM,31.2,39.6,51.3,27.9
2025-09-01,CRM,23.4,39.6,51.3,27.9
2024-08-01,CRWD,84.9,73.8,97.8,49.7
2024-09-01,CRWD,59.9,73.8,97.8,49.7
2024-10-01,CRWD,51.3,73.8,97.8,49.7
2024-11-01,CRWD,82.3,73.8,97.8,49.7
2024-12-01,CRWD,52.4,73.8,97.8,49.7
2025-01-01,CRWD,75.8,73.8,97.8,49.7
2025-02-01,CRWD,86.3,73.8,97.8,49.7
2025-03-01,CRWD,100.8,73.8,97.8,49.7
2025-04-01,CRWD,134.4,73.8,97.8,49.7
2025-05-01,CRWD,69.6,73.8,97.8,49.7
2025-06-01,CRWD,64.8,73.8,97.8,49.7
2025-07-01,CRWD,64.6,73.8,97.8,49.7
2025-08-01,CRWD,48.6,73.8,97.8,49.7
2025-09-01,CRWD,15.5,73.8,97.8,49.7
2024-08-01,CSCO,6.5,5.8,7.8,3.8
2024-09-01,CSCO,5.5,5.8,7.8,3.8
2024-10-01,CSCO,4.9,5.8,7.8,3.8
2024-11-01,CSCO,5.3,5.8,7.8,3.8
2024-12-01,CSCO,3.0,5.8,7.8,3.8
2025-01-01,CSCO,4.2,5.8,7.8,3.8
2025-02-01,CSCO,7.0,5.8,7.8,3.8
2025-03-01,CSCO,5.7,5.8,7.8,3.8
2025-04-01,CSCO,9.9,5.8,7.8,3.8
2025-05-01,CSCO,8.1,5.8,7.8,3.8
2025-06-01,CSCO,7.1,5.8,7.8,3.8
2025-07-01,CSCO,2.6,5.8,7.8,3.8
2025-08-01,CSCO,6.8,5.8,7.8,3.8
2025-09-01,CSCO,1.9,5.8,7.8,3.8
2024-08-01,CSGP,6.9,10.3,13.5,7.2
2024-09-01,CSGP,6.9,10.3,13.5,7.2
2024-10-01,CSGP,11.5,10.3,13.5,7.2
2024-11-01,CSGP,11.7,10.3,13.5,7.2
2024-12-01,CSGP,11.6,10.3,13.5,7.2
2025-01-01,CSGP,9.1,10.3,13.5,7.2
2025-02-01,CSGP,7.0,10.3,13.5,7.2
2025-03-01,CSGP,9.0,10.3,13.5,7.2
2025-04-01,CSGP,12.5,10.3,13.5,7.2
2025-05-01,CSGP,6.6,10.3,13.5,7.2
2025-06-01,CSGP,12.1,10.3,13.5,7.2
2025-07-01,CSGP,17.2,10.3,13.5,7.2
2025-08-01,CSGP,12.9,10.3,13.5,7.2
2025-09-01,CSGP,4.5,10.3,13.5,7.2
2024-08-01,CSX,3.1,3.4,4.4,2.4
2024-09-01,CSX,2.6,3.4,4.4,2.4
2024-10-01,CSX,3.4,3.4,4.4,2.4
2024-11-01,CSX,3.8,3.4,4.4,2.4
2024-12-01,CSX,5.1,3.4,4.4,2.4
2025-01-01,CSX,2.6,3.4,4.4,2.4
2025-02-01,CSX,2.1,3.4,4.4,2.4
2025-03-01,CSX,3.4,3.4,4.4,2.4
2025-04-01,CSX,3.5,3.4,4.4,2.4
2025-05-01,CSX,4.0,3.4,4.4,2.4
2025-06-01,CSX,2.2,3.4,4.4,2.4
2025-07-01,CSX,3.8,3.4,4.4,2.4
2025-08-01,CSX,5.2,3.4,4.4,2.4
2025-09-01,CSX,0.8,3.4,4.4,2.4
2024-08-01,CTAS,18.1,20.4,29.1,11.7
2024-09-01,CTAS,16.9,20.4,29.1,11.7
2024-10-01,CTAS,13.2,20.4,29.1,11.7
2024-11-01,CTAS,23.2,20.4,29.1,11.7
2024-12-01,CTAS,45.0,20.4,29.1,11.7
2025-01-01,CTAS,22.1,20.4,29.1,11.7
2025-02-01,CTAS,10.1,20.4,29.1,11.7
2025-03-01,CTAS,23.3,20.4,29.1,11.7
2025-04-01,CTAS,27.4,20.4,29.1,11.7
2025-05-01,CTAS,21.0,20.4,29.1,11.7
2025-06-01,CTAS,11.4,20.4,29.1,11.7
2025-07-01,CTAS,16.4,20.4,29.1,11.7
2025-08-01,CTAS,20.2,20.4,29.1,11.7
2025-09-01,CTAS,5.5,20.4,29.1,11.7
2024-08-01,CTRA,2.9,3.3,4.5,2.0
2024-09-01,CTRA,2.1,3.3,4.5,2.0
2024-10-01,CTRA,1.7,3.3,4.5,2.0
2024-11-01,CTRA,5.3,3.3,4.5,2.0
2024-12-01,CTRA,3.3,3.3,4.5,2.0
2025-01-01,CTRA,4.1,3.3,4.5,2.0
2025-02-01,CTRA,2.9,3.3,4.5,2.0
2025-03-01,CTRA,4.5,3.3,4.5,2.0
2025-04-01,CTRA,5.5,3.3,4.5,2.0
2025-05-01,CTRA,3.3,3.3,4.5,2.0
2025-06-01,CTRA,2.9,3.3,4.5,2.0
2025-07-01,CTRA,2.8,3.3,4.5,2.0
2025-08-01,CTRA,1.8,3.3,4.5,2.0
2025-09-01,CTRA,1.0,3.3,4.5,2.0
2024-08-01,CTSH,8.7,7.7,10.4,5.1
2024-09-01,CTSH,3.5,7.7,10.4,5.1
2024-10-01,CTSH,3.8,7.7,10.4,5.1
2024-11-01,CTSH,9.3,7.7,10.4,5.1
2024-12-01,CTSH,6.8,7.7,10.4,5.1
2025-01-01,CTSH,8.9,7.7,10.4,5.1
2025-02-01,CTSH,9.4,7.7,10.4,5.1
2025-03-01,CTSH,11.8,7.7,10.4,5.1
2025-04-01,CTSH,11.5,7.7,10.4,5.1
2025-05-01,CTSH,6.9,7.7,10.4,5.1
2025-06-01,CTSH,6.3,7.7,10.4,5.1
2025-07-01,CTSH,10.1,7.7,10.4,5.1
2025-08-01,CTSH,5.1,7.7,10.4,5.1
2025-09-01,CTSH,2.5,7.7,10.4,5.1
2024-08-01,CTVA,7.3,7.1,9.2,5.0
2024-09-01,CTVA,5.1,7.1,9.2,5.0
2024-10-01,CTVA,6.7,7.1,9.2,5.0
2024-11-01,CTVA,9.0,7.1,9.2,5.0
2024-12-01,CTVA,6.3,7.1,9.2,5.0
2025-01-01,CTVA,10.6,7.1,9.2,5.0
2025-02-01,CTVA,5.0,7.1,9.2,5.0
2025-03-01,CTVA,5.4,7.1,9.2,5.0
2025-04-01,CTVA,10.6,7.1,9.2,5.0
2025-05-01,CTVA,9.8,7.1,9.2,5.0
2025-06-01,CTVA,4.9,7.1,9.2,5.0
2025-07-01,CTVA,5.7,7.1,9.2,5.0
2025-08-01,CTVA,6.5,7.1,9.2,5.0
2025-09-01,CTVA,2.6,7.1,9.2,5.0
2024-08-01,CVS,6.0,10.8,14.4,7.2
2024-09-01,CVS,8.8,10.8,14.4,7.2
2024-10-01,CVS,11.9,10.8,14.4,7.2
2024-11-01,CVS,10.6,10.8,14.4,7.2
2024-12-01,CVS,16.5,10.8,14.4,7.2
2025-01-01,CVS,14.4,10.8,14.4,7.2
2025-02-01,CVS,14.0,10.8,14.4,7.2
2025-03-01,CVS,4.9,10.8,14.4,7.2
2025-04-01,CVS,11.1,10.8,14.4,7.2
2025-05-01,CVS,14.2,10.8,14.4,7.2
2025-06-01,CVS,6.6,10.8,14.4,7.2
2025-07-01,CVS,11.7,10.8,14.4,7.2
2025-08-01,CVS,12.0,10.8,14.4,7.2
2025-09-01,CVS,1.7,10.8,14.4,7.2
2024-08-01,CVX,19.8,16.3,23.6,9.0
2024-09-01,CVX,13.7,16.3,23.6,9.0
2024-10-01,CVX,7.3,16.3,23.6,9.0
2024-11-01,CVX,13.0,16.3,23.6,9.0
2024-12-01,CVX,22.7,16.3,23.6,9.0
2025-01-01,CVX,16.3,16.3,23.6,9.0
2025-02-01,CVX,11.2,16.3,23.6,9.0
2025-03-01,CVX,21.2,16.3,23.6,9.0
2025-04-01,CVX,36.6,16.3,23.6,9.0
2025-05-01,CVX,9.9,16.3,23.6,9.0
2025-06-01,CVX,15.7,16.3,23.6,9.0
2025-07-01,CVX,14.7,16.3,23.6,9.0
2025-08-01,CVX,11.3,16.3,23.6,9.0
2025-09-01,CVX,8.4,16.3,23.6,9.0
2024-08-01,CZR,7.3,6.3,8.1,4.5
2024-09-01,CZR,7.4,6.3,8.1,4.5
2024-10-01,CZR,6.2,6.3,8.1,4.5
2024-11-01,CZR,6.1,6.3,8.1,4.5
2024-12-01,CZR,7.5,6.3,8.1,4.5
2025-01-01,CZR,5.8,6.3,8.1,4.5
2025-02-01,CZR,7.4,6.3,8.1,4.5
2025-03-01,CZR,10.2,6.3,8.1,4.5
2025-04-01,CZR,7.5,6.3,8.1,4.5
2025-05-01,CZR,4.1,6.3,8.1,4.5
2025-06-01,CZR,4.4,6.3,8.1,4.5
2025-07-01,CZR,5.1,6.3,8.1,4.5
2025-08-01,CZR,3.8,6.3,8.1,4.5
2025-09-01,CZR,2.4,6.3,8.1,4.5
2024-08-01,D,4.7,5.0,6.6,3.4
2024-09-01,D,3.3,5.0,6.6,3.4
2024-10-01,D,5.8,5.0,6.6,3.4
2024-11-01,D,6.2,5.0,6.6,3.4
2024-12-01,D,6.3,5.0,6.6,3.4
2025-01-01,D,3.7,5.0,6.6,3.4
2025-02-01,D,4.9,5.0,6.6,3.4
2025-03-01,D,4.6,5.0,6.6,3.4
2025-04-01,D,9.0,5.0,6.6,3.4
2025-05-01,D,6.1,5.0,6.6,3.4
2025-06-01,D,3.8,5.0,6.6,3.4
2025-07-01,D,3.8,5.0,6.6,3.4
2025-08-01,D,3.4,5.0,6.6,3.4
2025-09-01,D,2.0,5.0,6.6,3.4
2024-08-01,DAL,6.1,10.9,14.2,7.5
2024-09-01,DAL,11.0,10.9,14.2,7.5
2024-10-01,DAL,12.2,10.9,14.2,7.5
2024-11-01,DAL,9.4,10.9,14.2,7.5
2024-12-01,DAL,9.2,10.9,14.2,7.5
2025-01-01,DAL,13.3,10.9,14.2,7.5
2025-02-01,DAL,10.4,10.9,14.2,7.5
2025-03-01,DAL,19.9,10.9,14.2,7.5
2025-04-01,DAL,10.3,10.9,14.2,7.5
2025-05-01,DAL,12.1,10.9,14.2,7.5
2025-06-01,DAL,6.8,10.9,14.2,7.5
2025-07-01,DAL,10.1,10.9,14.2,7.5
2025-08-01,DAL,12.1,10.9,14.2,7.5
2025-09-01,DAL,3.9,10.9,14.2,7.5
2024-08-01,DASH,25.3,29.5,37.6,21.5
2024-09-01,DASH,24.0,29.5,37.6,21.5
2024-10-01,DASH,24.5,29.5,37.6,21.5
2024-11-01,DASH,29.0,29.5,37.6,21.5
2024-12-01,DASH,17.6,29.5,37.6,21.5
2025-01-01,DASH,23.6,29.5,37.6,21.5
2025-02-01,DASH,30.2,29.5,37.6,21.5
2025-03-01,DASH,35.6,29.5,37.6,21.5
2025-04-01,DASH,37.9,29.5,37.6,21.5
2025-05-01,DASH,35.2,29.5,37.6,21.5
2025-06-01,DASH,39.5,29.5,37.6,21.5
2025-07-01,DASH,20.8,29.5,37.6,21.5
2025-08-01,DASH,45.0,29.5,37.6,21.5
2025-09-01,DASH,15.9,29.5,37.6,21.5
2024-08-01,DAY,9.9,10.2,14.0,6.5
2024-09-01,DAY,8.5,10.2,14.0,6.5
2024-10-01,DAY,13.1,10.2,14.0,6.5
2024-11-01,DAY,12.0,10.2,14.0,6.5
2024-12-01,DAY,10.5,10.2,14.0,6.5
2025-01-01,DAY,6.7,10.2,14.0,6.5
2025-02-01,DAY,11.5,10.2,14.0,6.5
2025-03-01,DAY,9.7,10.2,14.0,6.5
2025-04-01,DAY,11.5,10.2,14.0,6.5
2025-05-01,DAY,8.3,10.2,14.0,6.5
2025-06-01,DAY,6.8,10.2,14.0,6.5
2025-07-01,DAY,6.5,10.2,14.0,6.5
2025-08-01,DAY,20.2,10.2,14.0,6.5
2025-09-01,DAY,1.0,10.2,14.0,6.5
2024-08-01,DBB,2.1,1.4,2.0,0.9
2024-09-01,DBB,2.6,1.4,2.0,0.9
2024-10-01,DBB,1.3,1.4,2.0,0.9
2024-11-01,DBB,1.4,1.4,2.0,0.9
2024-12-01,DBB,1.8,1.4,2.0,0.9
2025-01-01,DBB,0.9,1.4,2.0,0.9
2025-02-01,DBB,1.1,1.4,2.0,0.9
2025-03-01,DBB,0.9,1.4,2.0,0.9
2025-04-01,DBB,2.0,1.4,2.0,0.9
2025-05-01,DBB,1.1,1.4,2.0,0.9
2025-06-01,DBB,1.0,1.4,2.0,0.9
2025-07-01,DBB,2.1,1.4,2.0,0.9
2025-08-01,DBB,0.8,1.4,2.0,0.9
2025-09-01,DBB,0.3,1.4,2.0,0.9
2024-08-01,DD,7.9,9.5,13.6,5.5
2024-09-01,DD,12.2,9.5,13.6,5.5
2024-10-01,DD,6.7,9.5,13.6,5.5
2024-11-01,DD,7.1,9.5,13.6,5.5
2024-12-01,DD,9.7,9.5,13.6,5.5
2025-01-01,DD,6.3,9.5,13.6,5.5
2025-02-01,DD,10.8,9.5,13.6,5.5
2025-03-01,DD,9.5,9.5,13.6,5.5
2025-04-01,DD,22.1,9.5,13.6,5.5
2025-05-01,DD,8.5,9.5,13.6,5.5
2025-06-01,DD,5.6,9.5,13.6,5.5
2025-07-01,DD,9.8,9.5,13.6,5.5
2025-08-01,DD,9.4,9.5,13.6,5.5
2025-09-01,DD,3.7,9.5,13.6,5.5
2024-08-01,DDOG,19.9,23.1,30.1,16.1
2024-09-01,DDOG,12.9,23.1,30.1,16.1
2024-10-01,DDOG,18.8,23.1,30.1,16.1
2024-11-01,DDOG,36.7,23.1,30.1,16.1
2024-12-01,DDOG,27.6,23.1,30.1,16.1
2025-01-01,DDOG,18.7,23.1,30.1,16.1
2025-02-01,DDOG,37.3,23.1,30.1,16.1
2025-03-01,DDOG,20.7,23.1,30.1,16.1
2025-04-01,DDOG,21.2,23.1,30.1,16.1
2025-05-01,DDOG,18.3,23.1,30.1,16.1
2025-06-01,DDOG,20.7,23.1,30.1,16.1
2025-07-01,DDOG,27.1,23.1,30.1,16.1
2025-08-01,DDOG,25.6,23.1,30.1,16.1
2025-09-01,DDOG,7.2,23.1,30.1,16.1
2024-08-01,DE,45.7,52.9,72.2,33.6
2024-09-01,DE,41.0,52.9,72.2,33.6
2024-10-01,DE,23.9,52.9,72.2,33.6
2024-11-01,DE,82.4,52.9,72.2,33.6
2024-12-01,DE,44.1,52.9,72.2,33.6
2025-01-01,DE,82.8,52.9,72.2,33.6
2025-02-01,DE,63.8,52.9,72.2,33.6
2025-03-01,DE,57.3,52.9,72.2,33.6
2025-04-01,DE,75.1,52.9,72.2,33.6
2025-05-01,DE,69.5,52.9,72.2,33.6
2025-06-01,DE,30.4,52.9,72.2,33.6
2025-07-01,DE,36.9,52.9,72.2,33.6
2025-08-01,DE,49.7,52.9,72.2,33.6
2025-09-01,DE,15.1,52.9,72.2,33.6
2024-08-01,DECK,28.9,29.0,38.8,19.2
2024-09-01,DECK,19.4,29.0,38.8,19.2
2024-10-01,DECK,22.2,29.0,38.8,19.2
2024-11-01,DECK,40.1,29.0,38.8,19.2
2024-12-01,DECK,19.2,29.0,38.8,19.2
2025-01-01,DECK,46.7,29.0,38.8,19.2
2025-02-01,DECK,41.1,29.0,38.8,19.2
2025-03-01,DECK,34.5,29.0,38.8,19.2
2025-04-01,DECK,25.5,29.0,38.8,19.2
2025-05-01,DECK,37.3,29.0,38.8,19.2
2025-06-01,DECK,14.9,29.0,38.8,19.2
2025-07-01,DECK,31.8,29.0,38.8,19.2
2025-08-01,DECK,21.9,29.0,38.8,19.2
2025-09-01,DECK,7.0,29.0,38.8,19.2
2024-08-01,DELL,30.8,23.1,27.8,18.3
2024-09-01,DELL,25.6,23.1,27.8,18.3
2024-10-01,DELL,21.9,23.1,27.8,18.3
2024-11-01,DELL,26.4,23.1,27.8,18.3
2024-12-01,DELL,19.5,23.1,27.8,18.3
2025-01-01,DELL,25.7,23.1,27.8,18.3
2025-02-01,DELL,23.9,23.1,27.8,18.3
2025-03-01,DELL,15.4,23.1,27.8,18.3
2025-04-01,DELL,29.5,23.1,27.8,18.3
2025-05-01,DELL,25.2,23.1,27.8,18.3
2025-06-01,DELL,20.8,23.1,27.8,18.3
2025-07-01,DELL,16.0,23.1,27.8,18.3
2025-08-01,DELL,22.5,23.1,27.8,18.3
2025-09-01,DELL,10.7,23.1,27.8,18.3
2024-08-01,DG,44.3,15.2,24.4,6.0
2024-09-01,DG,10.1,15.2,24.4,6.0
2024-10-01,DG,6.6,15.2,24.4,6.0
2024-11-01,DG,12.3,15.2,24.4,6.0
2024-12-01,DG,11.9,15.2,24.4,6.0
2025-01-01,DG,11.6,15.2,24.4,6.0
2025-02-01,DG,10.6,15.2,24.4,6.0
2025-03-01,DG,18.5,15.2,24.4,6.0
2025-04-01,DG,13.2,15.2,24.4,6.0
2025-05-01,DG,16.4,15.2,24.4,6.0
2025-06-01,DG,18.8,15.2,24.4,6.0
2025-07-01,DG,11.8,15.2,24.4,6.0
2025-08-01,DG,12.9,15.2,24.4,6.0
2025-09-01,DG,4.3,15.2,24.4,6.0
2024-08-01,DGX,14.5,14.9,18.2,11.6
2024-09-01,DGX,9.8,14.9,18.2,11.6
2024-10-01,DGX,14.8,14.9,18.2,11.6
2024-11-01,DGX,13.3,14.9,18.2,11.6
2024-12-01,DGX,13.9,14.9,18.2,11.6
2025-01-01,DGX,18.4,14.9,18.2,11.6
2025-02-01,DGX,16.4,14.9,18.2,11.6
2025-03-01,DGX,15.9,14.9,18.2,11.6
2025-04-01,DGX,22.0,14.9,18.2,11.6
2025-05-01,DGX,11.5,14.9,18.2,11.6
2025-06-01,DGX,11.3,14.9,18.2,11.6
2025-07-01,DGX,16.5,14.9,18.2,11.6
2025-08-01,DGX,17.7,14.9,18.2,11.6
2025-09-01,DGX,6.7,14.9,18.2,11.6
2024-08-01,DHI,26.6,22.6,31.0,14.1
2024-09-01,DHI,18.6,22.6,31.0,14.1
2024-10-01,DHI,42.5,22.6,31.0,14.1
2024-11-01,DHI,17.3,22.6,31.0,14.1
2024-12-01,DHI,34.4,22.6,31.0,14.1
2025-01-01,DHI,18.0,22.6,31.0,14.1
2025-02-01,DHI,18.4,22.6,31.0,14.1
2025-03-01,DHI,13.8,22.6,31.0,14.1
2025-04-01,DHI,21.5,22.6,31.0,14.1
2025-05-01,DHI,11.4,22.6,31.0,14.1
2025-06-01,DHI,16.5,22.6,31.0,14.1
2025-07-01,DHI,26.2,22.6,31.0,14.1
2025-08-01,DHI,25.9,22.6,31.0,14.1
2025-09-01,DHI,16.6,22.6,31.0,14.1
2024-08-01,DHR,18.8,24.2,31.5,16.9
2024-09-01,DHR,18.8,24.2,31.5,16.9
2024-10-01,DHR,38.3,24.2,31.5,16.9
2024-11-01,DHR,24.7,24.2,31.5,16.9
2024-12-01,DHR,16.3,24.2,31.5,16.9
2025-01-01,DHR,36.9,24.2,31.5,16.9
2025-02-01,DHR,23.1,24.2,31.5,16.9
2025-03-01,DHR,17.0,24.2,31.5,16.9
2025-04-01,DHR,34.5,24.2,31.5,16.9
2025-05-01,DHR,22.6,24.2,31.5,16.9
2025-06-01,DHR,21.0,24.2,31.5,16.9
2025-07-01,DHR,22.7,24.2,31.5,16.9
2025-08-01,DHR,21.8,24.2,31.5,16.9
2025-09-01,DHR,13.8,24.2,31.5,16.9
2024-08-01,DHT,1.3,1.5,1.9,1.1
2024-09-01,DHT,1.2,1.5,1.9,1.1
2024-10-01,DHT,2.0,1.5,1.9,1.1
2024-11-01,DHT,1.7,1.5,1.9,1.1
2024-12-01,DHT,1.3,1.5,1.9,1.1
2025-01-01,DHT,2.3,1.5,1.9,1.1
2025-02-01,DHT,2.2,1.5,1.9,1.1
2025-03-01,DHT,1.1,1.5,1.9,1.1
2025-04-01,DHT,1.8,1.5,1.9,1.1
2025-05-01,DHT,1.3,1.5,1.9,1.1
2025-06-01,DHT,1.5,1.5,1.9,1.1
2025-07-01,DHT,0.8,1.5,1.9,1.1
2025-08-01,DHT,1.2,1.5,1.9,1.1
2025-09-01,DHT,1.0,1.5,1.9,1.1
2024-08-01,DIA,31.6,27.3,38.4,16.2
2024-09-01,DIA,25.4,27.3,38.4,16.2
2024-10-01,DIA,16.2,27.3,38.4,16.2
2024-11-01,DIA,34.8,27.3,38.4,16.2
2024-12-01,DIA,29.8,27.3,38.4,16.2
2025-01-01,DIA,31.9,27.3,38.4,16.2
2025-02-01,DIA,18.7,27.3,38.4,16.2
2025-03-01,DIA,33.4,27.3,38.4,16.2
