"Date","Ticker","prem_disc","prem_disc_avg","prem_disc_hi","prem_disc_lo"
9/12/2024 0:00:00,"XLK","-0.1696","-0.0017","0.3083","-0.3117"
9/13/2024 0:00:00,"XLK","-0.2244","-0.0017","0.3083","-0.3117"
9/16/2024 0:00:00,"XLK","-0.1432","-0.0017","0.3083","-0.3117"
9/17/2024 0:00:00,"XLK","-0.1360","-0.0017","0.3083","-0.3117"
9/18/2024 0:00:00,"XLK","-0.1029","-0.0017","0.3083","-0.3117"
9/19/2024 0:00:00,"XLK","-0.2670","-0.0017","0.3083","-0.3117"
9/20/2024 0:00:00,"XLK","-0.3063","-0.0017","0.3083","-0.3117"
11/6/2024 0:00:00,"XLK","-0.0531","-0.0017","0.3083","-0.3117"
11/7/2024 0:00:00,"XLK","-0.0904","-0.0017","0.3083","-0.3117"
11/8/2024 0:00:00,"XLK","-0.1289","-0.0017","0.3083","-0.3117"
11/11/2024 0:00:00,"XLK","-0.0821","-0.0017","0.3083","-0.3117"
9/23/2024 0:00:00,"XLK","-0.3114","-0.0017","0.3083","-0.3117"
9/24/2024 0:00:00,"XLK","-0.3022","-0.0017","0.3083","-0.3117"
9/25/2024 0:00:00,"XLK","-0.2125","-0.0017","0.3083","-0.3117"
9/26/2024 0:00:00,"XLK","-0.3084","-0.0017","0.3083","-0.3117"
9/27/2024 0:00:00,"XLK","-0.2203","-0.0017","0.3083","-0.3117"
9/30/2024 0:00:00,"XLK","-0.2220","-0.0017","0.3083","-0.3117"
10/1/2024 0:00:00,"XLK","-0.2109","-0.0017","0.3083","-0.3117"
10/2/2024 0:00:00,"XLK","0.0620","-0.0017","0.3083","-0.3117"
10/3/2024 0:00:00,"XLK","0.0939","-0.0017","0.3083","-0.3117"
10/4/2024 0:00:00,"XLK","0.0050","-0.0017","0.3083","-0.3117"
10/7/2024 0:00:00,"XLK","0.2011","-0.0017","0.3083","-0.3117"
10/8/2024 0:00:00,"XLK","0.1397","-0.0017","0.3083","-0.3117"
10/9/2024 0:00:00,"XLK","0.1929","-0.0017","0.3083","-0.3117"
10/10/2024 0:00:00,"XLK","0.3104","-0.0017","0.3083","-0.3117"
10/11/2024 0:00:00,"XLK","0.3476","-0.0017","0.3083","-0.3117"
10/14/2024 0:00:00,"XLK","0.3045","-0.0017","0.3083","-0.3117"
10/15/2024 0:00:00,"XLK","0.2127","-0.0017","0.3083","-0.3117"
10/16/2024 0:00:00,"XLK","0.1062","-0.0017","0.3083","-0.3117"
10/17/2024 0:00:00,"XLK","0.1406","-0.0017","0.3083","-0.3117"
10/18/2024 0:00:00,"XLK","0.2065","-0.0017","0.3083","-0.3117"
10/21/2024 0:00:00,"XLK","0.3498","-0.0017","0.3083","-0.3117"
10/22/2024 0:00:00,"XLK","0.4522","-0.0017","0.3083","-0.3117"
10/23/2024 0:00:00,"XLK","0.4474","-0.0017","0.3083","-0.3117"
10/24/2024 0:00:00,"XLK","0.3443","-0.0017","0.3083","-0.3117"
10/25/2024 0:00:00,"XLK","0.4857","-0.0017","0.3083","-0.3117"
10/28/2024 0:00:00,"XLK","0.3576","-0.0017","0.3083","-0.3117"
10/29/2024 0:00:00,"XLK","0.3150","-0.0017","0.3083","-0.3117"
10/30/2024 0:00:00,"XLK","0.4500","-0.0017","0.3083","-0.3117"
10/31/2024 0:00:00,"XLK","0.3836","-0.0017","0.3083","-0.3117"
11/1/2024 0:00:00,"XLK","0.3206","-0.0017","0.3083","-0.3117"
11/4/2024 0:00:00,"XLK","0.3083","-0.0017","0.3083","-0.3117"
